RespondentID,Engage,Develop,Teamwork & Trust,Sustainable Engagement
4079,22,6,12,18
4080,38,24,20,29
4081,31,17,14,27
4082,28,13,14,26
4083,13,6,5,9
4084,19,11,12,11
4085,25,17,10,21
4086,18,7,9,10
4087,20,10,4,11
4088,15,6,5,9
4089,17,13,8,12
4090,16,13,7,11
4091,10,6,5,12
4092,24,13,8,17
4093,25,12,11,14
4094,20,12,11,20
4095,10,6,5,8
4096,24,13,13,19
4097,12,6,7,9
4098,14,7,7,10
4099,23,12,10,16
4100,23,14,10,18
4101,18,9,9,12
4102,27,14,8,15
4103,20,11,10,14
4104,19,9,13,15
4105,14,8,9,13
4106,12,7,14,15
4107,25,13,10,18
4108,45,28,24,31
4109,10,6,5,8
4110,22,12,7,17
4111,18,12,10,16
4112,25,12,8,15
4113,22,12,10,12
4114,26,13,14,17
4115,15,7,6,11
4116,24,12,6,13
4117,14,10,5,11
4118,27,15,9,15
4119,16,7,6,10
4120,42,20,14,20
4121,16,9,8,13
4122,25,11,0,12
4123,30,16,11,15
4124,17,11,7,15
4125,17,8,5,8
4126,16,10,7,10
4127,14,8,6,10
4128,20,9,11,13
4129,15,6,6,10
4130,33,14,8,17
4131,22,13,8,12
4132,28,17,14,20
4133,12,9,5,8
4134,24,15,14,25
4135,18,12,12,12
4136,18,8,8,13
4137,18,7,5,8
4138,28,10,12,18
4139,32,14,19,24
4140,22,10,12,11
4141,24,14,12,15
4142,19,7,7,15
4143,18,7,7,15
4144,12,6,8,8
4145,22,13,12,19
4146,12,6,6,11
4147,33,23,13,17
4148,20,13,11,20
4149,23,14,11,17
4150,19,13,12,10
4151,21,14,9,12
4152,29,11,7,16
4153,19,7,2,10
4154,20,12,8,15
4155,11,6,5,9
4156,20,11,5,8
4157,12,3,8,5
4158,10,6,5,12
4159,17,10,10,14
4160,16,10,4,7
4161,28,16,10,16
4162,27,11,9,17
4163,34,16,11,16
4164,21,13,7,11
4165,13,6,5,9
4166,29,25,13,17
4167,7,3,4,9
4168,15,8,7,8
4169,13,6,5,10
4170,25,15,11,13
4171,19,12,10,11
4172,19,11,10,14
4173,14,5,5,8
4174,14,9,12,13
4175,11,6,5,9
4176,25,11,9,12
4177,19,9,5,10
4178,32,23,9,19
4179,23,11,11,12
4180,13,8,6,9
4181,13,4,6,9
4182,19,8,8,13
4183,13,8,7,14
4184,18,17,12,10
4185,29,20,19,21
4186,17,12,7,15
4187,24,19,16,17
4188,25,18,16,22
4189,13,13,8,13
4190,16,9,8,13
4191,17,12,11,17
4192,30,11,14,21
4193,18,7,9,10
4194,29,17,9,13
4195,20,21,13,27
4196,19,14,11,11
4197,14,7,5,9
4198,29,12,15,20
4199,33,20,17,22
4200,36,23,11,22
4201,25,9,11,12
4202,30,21,19,23
4203,34,24,17,20
4204,20,14,11,15
4205,32,21,15,12
4206,13,7,5,13
4207,11,6,7,13
4208,11,7,6,8
4209,24,10,13,15
4210,32,26,16,27
4211,21,15,9,13
4212,20,6,11,10
4213,48,27,17,30
4214,17,11,9,12
4215,15,7,8,12
4216,51,30,23,40
4217,19,11,10,15
4218,14,6,4,8
4219,16,10,11,12
4220,13,9,9,11
4221,27,15,11,15
4222,23,12,10,20
4223,19,9,7,13
4224,19,8,8,12
4225,23,13,11,15
4226,18,7,5,10
4227,20,11,10,11
4228,23,10,10,21
4229,20,8,11,19
4230,10,5,5,8
4231,16,8,6,12
4232,14,10,9,14
4233,10,6,4,6
4234,21,14,7,9
4235,26,14,12,16
4236,30,23,17,21
4237,28,18,11,13
4238,20,10,8,11
4239,28,11,13,15
4240,33,16,14,15
4241,26,18,16,14
4242,37,20,16,20
4243,23,13,10,14
4244,19,12,7,15
4245,25,12,13,19
4246,29,10,8,11
4247,14,18,17,13
4248,17,8,6,11
4249,32,22,14,19
4250,17,15,16,21
4251,15,8,6,10
4252,29,8,8,10
4253,30,13,15,22
4254,18,9,9,13
4255,13,7,6,10
4256,21,16,18,23
4257,27,9,6,11
4258,31,13,16,19
4259,21,12,11,16
4260,27,15,11,14
4261,25,15,8,20
4262,15,8,9,12
4263,24,12,10,18
4264,17,9,9,12
4265,27,13,9,15
4266,22,10,8,9
4267,28,18,11,20
4268,16,9,10,13
4269,16,9,7,8
4270,14,13,6,11
4271,18,12,5,10
4272,17,4,14,12
4273,25,22,13,16
4274,28,16,11,17
4275,23,15,8,12
4276,18,9,8,13
4277,19,13,7,12
4278,33,20,21,25
4279,29,13,10,17
4280,24,19,20,22
4281,18,13,10,15
4282,17,7,9,10
4283,10,6,5,7
4284,24,14,10,18
4285,11,6,5,8
4286,13,6,5,8
4287,15,7,6,13
4288,12,10,11,16
4289,20,18,13,15
4290,15,9,6,11
4291,13,6,5,11
4292,15,11,9,10
4293,11,6,5,10
4294,14,8,6,11
4295,21,8,6,10
4296,31,22,19,22
4297,29,13,14,21
4298,21,15,12,15
4299,25,19,16,19
4300,10,7,8,10
4301,6,4,6,6
4302,26,22,10,21
4303,18,6,10,10
4304,15,7,6,11
4305,11,5,9,15
4306,16,10,5,17
4307,22,14,15,14
4308,19,12,15,7
4309,33,15,4,24
4310,17,9,7,16
4311,32,19,17,24
4312,10,6,5,8
4313,10,6,5,8
4314,28,18,12,11
4315,20,10,9,17
4316,22,10,8,11
4317,25,13,9,18
4318,18,11,9,15
4319,20,12,9,15
4320,16,13,7,13
4321,22,12,10,10
4322,14,10,7,10
4323,31,18,17,21
4324,33,15,10,15
4325,18,7,6,8
4326,13,12,7,13
4327,16,10,8,15
4328,20,12,8,11
4329,18,11,10,12
4330,31,17,23,20
4331,22,9,9,17
4332,17,9,6,9
4333,15,8,10,9
4334,24,14,10,18
4335,11,8,10,8
4336,23,13,9,18
4337,18,7,6,10
4338,16,9,7,9
4339,23,12,10,18
4340,17,11,8,15
4341,13,7,6,10
4342,10,6,5,8
4343,17,11,6,11
4344,22,10,8,14
4345,22,9,9,16
4346,21,11,11,14
4347,21,12,13,20
4348,27,13,14,21
4349,33,18,15,22
4350,22,8,9,15
4351,31,21,17,28
4352,22,20,10,17
4353,30,17,20,25
4354,48,30,25,32
4355,27,16,9,20
4356,14,8,5,9
4357,13,6,6,10
4358,19,8,9,15
4359,19,18,12,20
4360,27,14,14,21
4361,13,10,10,16
4362,16,5,9,9
4363,11,8,9,13
4364,10,6,10,9
4365,28,9,13,12
4366,20,15,16,22
4367,17,9,7,10
4368,10,7,5,9
4369,13,6,5,12
4370,19,10,9,12
4371,10,6,5,8
4372,13,7,5,7
4373,12,5,4,6
4374,16,8,8,16
4375,17,9,8,13
4376,29,16,9,22
4377,29,15,12,21
4378,20,13,12,16
4379,24,11,10,9
4380,20,10,12,14
4381,32,19,15,19
4382,24,12,11,13
4383,12,5,5,9
4384,20,11,14,12
4385,25,19,15,8
4386,9,6,6,10
4387,10,6,5,8
4388,22,8,10,13
4389,32,16,9,25
4390,14,6,6,11
4391,16,6,6,8
4392,26,14,11,24
4393,23,12,9,14
4394,34,20,14,15
4395,18,7,7,11
4396,11,6,6,8
4397,25,10,10,15
4398,20,14,10,19
4399,11,8,11,16
4400,19,10,7,14
4401,35,24,15,20
4402,28,12,13,15
4403,19,9,5,14
4404,30,15,10,15
4405,19,16,16,20
4406,15,9,9,15
4407,40,23,18,28
4408,13,6,6,9
4409,13,6,5,8
4410,23,14,10,16
4411,37,20,14,29
4412,24,12,9,24
4413,16,15,12,16
4414,16,8,5,9
4415,20,13,10,17
4416,26,19,11,18
4417,14,7,5,10
4418,10,1,4,6
4419,36,25,7,14
4420,21,9,6,15
4421,18,14,10,17
4422,14,7,12,10
4423,15,9,4,11
4424,17,8,10,14
4425,22,12,12,11
4426,11,6,5,11
4427,19,10,6,11
4428,10,6,5,12
4429,29,19,14,22
4430,26,18,12,14
4431,26,12,9,18
4432,23,18,16,24
4433,14,7,10,6
4434,35,19,16,22
4435,21,15,13,14
4436,35,17,10,10
4437,18,8,8,10
4438,21,10,11,17
4439,7,5,5,10
4440,33,15,6,18
4441,28,15,10,18
4442,31,23,14,18
4443,29,17,13,18
4444,22,12,11,14
4445,30,17,16,18
4446,23,10,10,12
4447,18,11,7,13
4448,23,13,15,12
4449,26,17,11,22
4450,12,6,6,15
4451,37,26,23,27
4452,19,9,6,12
4453,10,6,5,9
4454,18,8,9,11
4455,25,15,13,17
4456,16,8,8,11
4457,25,17,18,22
4458,16,9,7,14
4459,41,21,18,20
4460,24,17,10,15
4461,14,8,8,18
4462,13,6,5,9
4463,25,10,11,23
4464,21,9,8,12
4465,24,16,11,18
4466,23,13,8,16
4467,27,13,10,16
4468,38,27,24,32
4469,32,14,12,23
4470,24,12,9,12
4471,31,21,9,22
4472,15,12,9,13
4473,22,14,12,18
4474,28,18,11,23
4475,16,9,5,16
4476,20,9,8,11
4477,25,16,10,21
4478,24,13,12,17
4479,27,12,9,17
4480,12,8,7,11
4481,17,7,7,13
4482,28,14,12,15
4483,10,6,6,8
4484,26,13,9,14
4485,31,17,11,15
4486,7,2,7,4
4487,10,6,9,8
4488,28,17,12,20
4489,29,18,12,15
4490,19,10,8,12
4491,17,12,7,12
4492,14,8,6,11
4493,36,20,21,25
4494,22,13,14,16
4495,28,18,14,18
4496,22,16,9,16
4497,22,19,9,11
4498,16,4,9,15
4499,22,11,7,10
4500,22,13,13,17
4501,26,20,16,12
4502,23,11,11,16
4503,26,14,13,16
4504,28,17,9,21
4505,10,5,4,7
4506,21,15,12,14
4507,45,20,19,25
4508,30,15,16,10
4509,22,11,9,15
4510,10,6,5,8
4511,12,14,8,8
4512,36,23,17,17
4513,45,24,22,25
4514,10,6,7,9
4515,15,6,5,8
4516,20,11,8,11
4517,39,28,22,19
4518,39,25,11,19
4519,10,6,5,8
4520,12,8,6,9
4521,26,21,17,26
4522,33,18,15,24
4523,16,7,6,14
4524,20,1,11,10
4525,30,20,5,9
4526,24,15,9,13
4527,14,8,5,10
4528,40,24,19,20
4529,40,21,17,22
4530,23,14,11,11
4531,10,6,9,9
4532,27,14,12,20
4533,16,11,7,14
4534,13,7,6,10
4535,10,6,5,8
4536,16,7,6,9
4537,21,12,11,13
4538,26,16,11,16
4539,27,16,12,18
4540,22,19,14,23
4541,28,17,13,22
4542,15,7,7,10
4543,13,8,7,12
4544,40,24,15,22
4545,18,16,11,11
4546,16,9,12,15
4547,31,16,15,17
4548,27,14,13,15
4549,30,20,14,19
4550,35,20,18,35
4551,20,10,11,16
4552,16,7,6,12
4553,18,9,6,9
4554,34,10,5,8
4555,16,10,8,9
4556,24,13,14,23
4557,28,15,10,17
4558,48,30,25,25
4559,31,17,15,22
4560,37,22,21,18
4561,23,13,13,17
4562,24,12,8,14
4563,35,21,15,26
4564,16,14,12,10
4565,23,11,10,14
4566,14,8,8,8
4567,20,10,5,10
4568,22,14,9,15
4569,18,8,9,19
4570,10,9,8,10
4571,30,14,10,23
4572,28,15,18,18
4573,21,12,8,15
4574,19,8,8,11
4575,27,21,22,18
4576,40,27,24,29
4577,27,11,14,20
4578,18,8,7,13
4579,23,14,14,22
4580,22,9,5,14
4581,22,14,13,21
4582,25,15,11,21
4583,14,10,10,12
4584,21,10,6,10
4585,44,18,15,20
4586,26,18,10,20
4587,12,8,9,14
4588,28,14,15,18
4589,10,6,5,8
4590,19,12,9,17
4591,13,6,6,9
4592,14,6,6,10
4593,22,14,13,17
4594,25,14,12,22
4595,26,15,11,14
4596,21,11,10,13
4597,22,9,11,14
4598,20,10,12,16
4599,24,18,16,19
4600,23,15,16,20
4601,22,14,14,23
4602,26,14,13,17
4603,26,20,17,15
4604,15,5,8,15
4605,16,7,7,8
4606,46,25,25,24
4607,24,15,12,20
4608,30,20,20,30
4609,35,16,9,20
4610,17,10,10,13
4611,27,13,10,16
4612,25,11,9,17
4613,22,11,6,16
4614,33,19,17,20
4615,24,11,11,16
4616,23,15,18,21
4617,22,14,14,20
4618,25,16,20,17
4619,30,21,17,29
4620,10,6,5,8
4621,33,16,17,24
4622,25,13,9,10
4623,20,10,11,15
4624,13,6,5,11
4625,14,6,6,9
4626,15,6,5,8
4627,18,8,7,9
4628,35,17,13,20
4629,10,6,5,8
4630,13,13,9,11
4631,22,15,15,21
4632,15,6,7,9
4633,37,20,14,24
4634,41,25,25,31
4635,18,7,8,10
4636,25,11,9,19
4637,29,19,14,19
4638,10,6,5,8
4639,29,17,11,20
4640,20,20,14,22
4641,31,9,9,12
4642,10,6,5,12
4643,21,14,15,21
4644,15,9,9,8
4645,10,6,5,9
4646,18,9,6,13
4647,23,13,8,10
4648,15,8,6,16
4649,27,5,8,26
4650,23,9,8,12
4651,28,15,10,22
4652,13,7,13,11
4653,20,8,12,20
4654,16,10,10,13
4655,20,11,8,12
4656,15,8,8,11
4657,12,6,5,8
4658,17,13,10,14
4659,35,14,18,20
4660,33,18,13,22
4661,35,19,16,21
4662,10,6,5,12
4663,7,2,4,6
4664,34,22,17,24
4665,17,8,10,11
4666,27,12,12,13
4667,21,9,6,13
4668,32,18,15,19
4669,33,23,17,19
4670,11,7,7,6
4671,23,9,5,17
4672,11,6,5,8
4673,14,7,6,9
4674,24,15,13,17
4675,29,10,20,22
4676,20,9,10,14
4677,9,6,6,13
4678,31,20,17,24
4679,10,7,5,8
4680,23,12,9,17
4681,38,26,17,24
4682,18,16,13,12
4683,30,18,17,19
4684,34,17,19,23
4685,26,13,11,13
4686,15,6,5,8
4687,26,11,10,14
4688,32,17,14,21
4689,18,7,8,11
4690,14,6,6,8
4691,13,7,9,14
4692,33,14,12,17
4693,24,15,17,19
4694,13,6,8,12
4695,30,18,12,25
4696,26,11,11,20
4697,17,7,6,9
4698,46,26,22,30
4699,16,6,5,8
4700,22,14,9,12
4701,22,12,10,17
4702,22,12,11,13
4703,21,9,6,11
4704,16,12,11,15
4705,10,6,5,9
4706,16,12,12,21
4707,19,8,8,16
4708,22,13,8,17
4709,31,21,15,27
4710,29,14,12,12
4711,24,15,10,14
4712,47,23,17,30
4713,11,8,6,8
4714,20,11,9,11
4715,22,11,7,15
4716,23,17,15,20
4717,22,12,9,15
4718,22,12,12,17
4719,10,6,5,8
4720,25,11,14,21
4721,23,10,9,12
4722,22,12,10,16
4723,22,13,9,23
4724,38,24,17,28
4725,18,17,10,21
4726,15,8,8,16
4727,24,10,5,16
4728,20,8,9,13
4729,34,22,19,20
4730,19,8,10,12
4731,12,6,5,8
4732,15,11,14,18
4733,23,12,10,14
4734,22,10,7,15
4735,16,9,10,12
4736,23,18,9,17
4737,15,9,10,17
4738,24,14,13,19
4739,17,6,9,10
4740,17,12,10,15
4741,20,10,8,9
4742,16,10,9,12
4743,11,7,9,9
4744,20,11,7,14
4745,15,8,10,11
4746,41,23,18,26
4747,42,23,22,32
4748,17,9,9,16
4749,21,11,4,13
4750,17,8,6,14
4751,20,9,9,18
4752,13,8,5,12
4753,11,7,5,13
4754,14,3,4,10
4755,28,19,17,18
4756,26,17,13,15
4757,19,13,7,14
4758,22,15,8,15
4759,42,29,15,26
4760,13,7,6,12
4761,37,21,12,26
4762,31,15,15,27
4763,25,13,8,16
4764,27,11,12,21
4765,40,19,12,14
4766,29,22,20,28
4767,30,20,19,24
4768,17,8,7,10
4769,29,13,13,19
4770,31,20,19,20
4771,16,11,10,17
4772,24,11,9,18
4773,39,17,16,29
4774,19,12,10,16
4775,23,14,10,14
4776,24,13,14,16
4777,28,13,5,13
4778,24,13,7,19
4779,13,7,6,10
4780,14,12,7,17
4781,21,8,8,11
4782,20,13,13,19
4783,17,7,6,9
4784,30,5,13,11
4785,29,18,16,26
4786,25,12,10,15
4787,20,11,9,16
4788,34,22,12,35
4789,18,10,10,11
4790,26,19,14,21
4791,11,9,6,12
4792,16,8,8,15
4793,27,19,17,25
4794,29,14,18,20
4795,23,13,10,14
4796,25,11,10,20
4797,28,19,13,24
4798,16,7,7,11
4799,15,15,10,12
4800,23,18,10,18
4801,16,7,9,10
4802,18,10,8,9
4803,26,14,11,23
4804,18,8,8,10
4805,11,8,5,8
4806,34,15,14,24
4807,36,28,19,23
4808,27,15,15,18
4809,25,19,19,18
4810,15,7,7,16
4811,32,12,7,19
4812,10,7,9,8
4813,20,8,12,14
4814,13,6,6,10
4815,21,17,10,14
4816,14,7,6,10
4817,15,6,7,11
4818,20,10,9,12
4819,12,10,6,9
4820,39,25,19,23
4821,35,22,14,16
4822,36,13,5,19
4823,26,20,13,16
4824,22,11,8,16
4825,27,21,15,15
4826,17,10,7,10
4827,20,13,9,15
4828,19,11,9,12
4829,20,13,12,11
4830,21,9,10,11
4831,23,12,8,17
4832,9,7,8,6
4833,14,8,5,9
4834,25,10,11,13
4835,18,8,10,15
4836,31,14,15,27
4837,35,23,18,23
4838,26,11,10,10
4839,42,19,11,24
4840,29,15,11,19
4841,27,16,15,25
4842,27,20,15,20
4843,28,14,14,24
4844,12,6,4,8
4845,10,6,5,11
4846,10,6,5,8
4847,30,23,14,24
4848,29,18,10,19
4849,19,9,5,8
4850,30,18,16,22
4851,17,11,6,10
4852,23,12,15,18
4853,10,6,5,8
4854,37,19,17,27
4855,26,19,16,23
4856,21,12,8,11
4857,18,10,6,8
4858,22,13,9,16
4859,20,12,9,18
4860,25,10,7,14
4861,15,7,8,10
4862,21,12,10,15
4863,22,12,10,13
4864,16,7,6,11
4865,23,13,10,16
4866,11,6,5,9
4867,27,21,20,14
4868,14,8,6,9
4869,46,28,25,33
4870,24,3,7,16
4871,28,13,11,15
4872,23,11,9,16
4873,36,19,18,25
4874,20,10,8,13
4875,21,17,15,17
4876,24,10,14,23
4877,32,18,11,23
4878,20,11,10,14
4879,28,11,12,16
4880,33,21,20,21
4881,23,11,9,11
4882,22,10,9,13
4883,16,6,7,9
4884,21,14,13,15
4885,26,14,11,19
4886,16,4,8,23
4887,10,5,5,12
4888,42,25,21,30
4889,20,8,7,13
4890,39,18,15,24
4891,31,18,16,23
4892,19,9,11,8
4893,20,13,10,16
4894,12,10,5,12
4895,24,23,7,18
4896,32,19,18,22
4897,33,18,14,25
4898,23,15,12,18
4899,34,19,15,23
4900,32,15,12,17
4901,28,18,13,24
4902,25,13,15,17
4903,27,15,12,21
4904,38,29,17,28
4905,26,12,12,16
4906,30,7,12,19
4907,21,13,9,17
4908,12,7,6,8
4909,23,18,12,11
4910,21,14,8,14
4911,28,12,11,30
4912,22,13,13,14
4913,31,17,14,19
4914,35,14,10,16
4915,17,7,7,11
4916,37,16,16,22
4917,22,11,11,16
4918,36,19,20,24
4919,10,6,5,8
4920,10,6,5,8
4921,30,11,13,18
4922,17,8,5,9
4923,15,7,5,10
4924,13,7,5,9
4925,28,16,13,20
4926,45,23,23,28
4927,38,17,17,32
4928,12,7,7,10
4929,14,9,10,17
4930,13,7,6,12
4931,35,18,12,20
4932,12,8,6,8
4933,46,24,20,30
4934,11,8,5,10
4935,14,6,6,11
4936,44,26,21,31
4937,27,13,10,14
4938,12,8,6,11
4939,26,20,13,14
4940,17,10,6,14
4941,14,7,5,8
4942,33,25,20,30
4943,12,6,5,8
4944,23,17,14,21
4945,13,6,5,9
4946,36,23,19,32
4947,25,12,10,18
4948,27,17,12,15
4949,16,9,5,11
4950,16,9,6,12
4951,22,12,12,15
4952,20,10,11,15
4953,22,10,8,18
4954,14,9,9,14
4955,19,9,6,12
4956,11,6,5,8
4957,17,8,7,8
4958,17,11,6,15
4959,31,15,15,15
4960,28,16,10,25
4961,34,20,15,17
4962,20,10,7,12
4963,22,11,10,13
4964,28,17,17,20
4965,30,24,18,27
4966,43,24,18,35
4967,15,7,5,11
4968,16,10,8,12
4969,24,17,11,12
4970,12,8,8,12
4971,13,9,5,8
4972,21,13,12,16
4973,15,9,7,14
4974,26,13,6,12
4975,24,10,2,11
4976,23,12,9,15
4977,24,12,10,15
4978,17,8,8,11
4979,10,6,7,8
4980,17,14,13,19
4981,20,19,14,12
4982,18,4,10,10
4983,20,10,8,10
4984,11,7,5,9
4985,18,10,7,8
4986,49,29,21,36
4987,15,7,11,14
4988,12,6,5,8
4989,22,10,7,12
4990,21,8,7,12
4991,18,11,11,12
4992,17,8,10,14
4993,23,14,10,14
4994,16,8,7,13
4995,17,10,7,16
4996,15,7,6,17
4997,16,8,5,12
4998,16,9,7,9
4999,29,17,16,15
5000,21,11,12,17
5001,30,15,17,25
5002,0,0,0,0
5003,28,18,10,16
5004,22,17,11,11
5005,18,8,9,17
5006,34,18,19,25
5007,20,11,10,18
5008,24,14,13,17
5009,15,8,5,11
5010,15,10,6,12
5011,21,11,14,14
5012,26,14,15,18
5013,27,9,7,12
5014,26,13,10,15
5015,18,11,7,14
5016,22,10,9,15
5017,19,9,5,9
5018,27,19,13,23
5019,22,9,10,14
5020,22,12,12,20
5021,14,7,12,17
5022,15,15,5,13
5023,23,12,10,11
5024,21,16,12,16
5025,15,8,7,9
5026,38,23,11,26
5027,16,8,6,10
5028,21,13,12,17
5029,35,11,10,16
5030,19,10,10,15
5031,25,13,10,15
5032,18,11,9,9
5033,22,11,7,14
5034,21,11,11,16
5035,17,6,9,13
5036,24,12,13,17
5037,18,9,7,9
5038,15,8,6,12
5039,16,6,7,11
5040,27,13,12,13
5041,21,9,10,12
5042,38,27,24,29
5043,22,12,10,13
5044,48,23,20,25
5045,36,21,23,26
5046,29,12,13,21
5047,21,9,9,16
5048,27,9,6,8
5049,20,9,6,11
5050,10,6,6,8
5051,17,10,6,8
5052,24,12,20,13
5053,11,6,8,8
5054,21,11,6,10
5055,18,10,8,15
5056,17,9,8,12
5057,23,12,7,13
5058,25,17,12,15
5059,22,9,11,16
5060,25,17,16,22
5061,10,6,5,8
5062,19,12,8,15
5063,17,9,9,13
5064,12,7,6,11
5065,34,16,16,13
5066,20,8,11,15
5067,31,16,14,19
5068,22,18,14,19
5069,26,11,9,10
5070,18,7,6,12
5071,30,21,18,19
5072,19,9,8,15
5073,30,18,14,24
5074,17,10,9,13
5075,27,14,8,13
5076,14,12,10,15
5077,31,17,15,24
5078,31,14,9,21
5079,12,7,8,13
5080,27,14,10,25
5081,33,13,12,22
5082,31,17,16,19
5083,20,13,13,17
5084,16,9,6,10
5085,20,11,11,17
5086,22,14,11,19
5087,33,16,7,26
5088,24,13,7,13
5089,21,11,14,14
5090,32,24,14,20
5091,20,13,6,14
5092,25,8,8,13
5093,31,14,8,20
5094,10,6,5,8
5095,19,11,6,14
5096,18,9,7,13
5097,10,6,5,8
5098,12,8,6,9
5099,26,14,6,9
5100,13,10,5,14
5101,23,11,9,15
5102,19,11,8,11
5103,24,19,17,15
5104,17,8,5,8
5105,10,7,5,12
5106,23,16,9,15
5107,32,21,11,21
5108,17,9,6,9
5109,31,18,6,18
5110,15,6,8,10
5111,24,14,13,15
5112,14,10,7,12
5113,24,10,9,17
5114,30,15,17,23
5115,10,7,5,10
5116,32,14,9,12
5117,20,10,10,11
5118,23,17,11,15
5119,18,10,7,16
5120,20,9,5,8
5121,20,12,14,21
5122,15,8,10,12
5123,17,8,6,10
5124,13,6,7,7
5125,27,19,13,18
5126,14,6,6,8
5127,27,16,10,23
5128,34,19,16,23
5129,30,16,16,20
5130,25,16,16,21
5131,10,6,5,12
5132,24,9,8,12
5133,20,9,8,9
5134,23,10,10,12
5135,34,19,20,25
5136,29,12,12,16
5137,33,16,14,26
5138,22,10,19,21
5139,19,9,6,13
5140,45,13,15,24
5141,26,12,10,17
5142,21,14,12,13
5143,21,9,8,8
5144,28,24,23,31
5145,10,6,5,8
5146,23,10,12,14
5147,27,20,10,27
5148,17,23,12,14
5149,22,12,9,15
5150,30,13,11,23
5151,44,20,20,27
5152,19,13,7,11
5153,19,11,10,13
5154,25,19,18,17
5155,36,17,15,24
5156,13,7,6,8
5157,12,7,7,9
5158,37,19,15,24
5159,38,23,23,29
5160,25,15,6,18
5161,21,12,8,15
5162,32,13,11,14
5163,31,21,17,15
5164,29,22,14,15
5165,25,16,10,17
5166,13,8,8,11
5167,28,10,6,22
5168,19,14,11,16
5169,22,15,13,26
5170,22,11,7,22
5171,14,7,6,12
5172,14,6,6,12
5173,25,15,12,18
5174,30,17,9,18
5175,22,16,14,20
5176,43,19,17,32
5177,23,10,9,16
5178,23,11,10,13
5179,16,9,7,9
5180,17,9,10,9
5181,32,20,24,29
5182,17,9,7,13
5183,12,6,5,8
5184,11,6,5,8
5185,12,7,5,16
5186,11,6,9,15
5187,32,23,19,16
5188,34,22,16,25
5189,20,10,11,15
5190,29,17,16,21
5191,15,7,6,10
5192,10,7,6,8
5193,12,7,5,6
5194,18,8,7,10
5195,33,25,16,27
5196,27,16,5,20
5197,10,6,5,9
5198,24,10,3,11
5199,25,13,13,16
5200,29,15,13,20
5201,33,17,11,16
5202,26,16,4,18
5203,18,8,5,15
5204,22,16,16,17
5205,14,2,8,12
5206,26,13,8,13
5207,32,17,13,19
5208,24,12,13,18
5209,35,18,16,20
5210,23,12,12,11
5211,30,19,12,24
5212,21,11,10,16
5213,29,20,14,26
5214,15,9,8,15
5215,18,10,8,14
5216,22,8,8,11
5217,17,7,8,11
5218,18,15,10,9
5219,15,8,9,8
5220,23,13,7,23
5221,17,6,11,11
5222,19,12,14,20
5223,22,12,11,14
5224,32,19,15,24
5225,25,17,17,22
5226,20,8,6,14
5227,28,19,20,27
5228,31,20,15,25
5229,25,14,9,16
5230,21,13,11,16
5231,15,6,8,10
5232,18,6,9,10
5233,21,10,11,17
5234,10,8,8,9
5235,10,6,5,8
5236,15,7,5,10
5237,21,11,9,12
5238,10,6,5,10
5239,18,8,11,12
5240,20,12,8,14
5241,28,17,17,17
5242,13,9,5,13
5243,10,4,4,8
5244,11,6,5,8
5245,21,11,8,9
5246,11,5,5,9
5247,16,9,10,16
5248,12,4,4,7
5249,25,14,14,20
5250,10,8,6,12
5251,18,11,10,11
5252,26,14,10,15
5253,15,6,6,12
5254,21,12,11,14
5255,18,14,12,11
5256,13,6,4,8
5257,41,18,9,14
5258,25,12,6,10
5259,7,0,4,5
5260,10,6,5,8
5261,48,29,16,32
5262,21,10,15,16
5263,16,7,5,10
5264,22,14,10,16
5265,13,9,5,10
5266,18,10,8,11
5267,11,10,8,15
5268,45,23,25,31
5269,38,26,18,18
5270,23,8,15,21
5271,18,11,10,13
5272,22,11,14,14
5273,14,7,6,8
5274,17,8,8,13
5275,25,10,7,8
5276,23,14,16,15
5277,25,12,15,13
5278,20,10,12,17
5279,20,12,10,19
5280,27,15,14,18
5281,25,16,18,23
5282,34,13,17,25
5283,14,7,5,8
5284,33,21,14,22
5285,28,16,11,24
5286,21,8,4,12
5287,38,23,18,21
5288,26,13,11,20
5289,16,10,5,11
5290,24,12,6,10
5291,31,15,15,22
5292,24,16,11,17
5293,44,25,21,25
5294,24,12,10,16
5295,17,15,8,11
5296,20,12,7,11
5297,36,23,17,23
5298,10,6,5,8
5299,29,12,11,16
5300,38,21,23,28
5301,25,15,17,18
5302,21,9,8,14
5303,27,17,12,18
5304,20,16,11,11
5305,35,21,19,21
5306,40,26,16,24
5307,31,17,17,28
5308,31,17,13,22
5309,18,10,8,13
5310,21,16,12,20
5311,26,19,16,27
5312,15,11,6,11
5313,16,7,5,8
5314,18,8,8,10
5315,23,8,6,16
5316,19,12,10,21
5317,18,9,5,14
5318,22,13,13,22
5319,22,11,11,10
5320,19,14,13,16
5321,12,9,6,8
5322,15,6,5,10
5323,15,7,5,10
5324,21,11,7,16
5325,11,6,6,9
5326,13,9,6,14
5327,22,10,11,15
5328,27,16,12,20
5329,34,19,11,12
5330,30,14,13,18
5331,15,9,7,9
5332,12,7,7,8
5333,14,6,5,8
5334,38,17,18,24
5335,34,16,13,22
5336,9,6,10,7
5337,18,10,6,12
5338,26,13,11,14
5339,8,5,6,8
5340,33,19,15,21
5341,25,15,14,18
5342,25,16,12,16
5343,13,5,7,9
5344,23,9,7,13
5345,39,22,19,18
5346,13,7,6,9
5347,11,8,6,13
