RespondentID,Engage,Develop,Teamwork & Trust,Sustainable Engagement
24132,23,8,14,10
24133,27,13,10,16
24134,13,7,8,10
24135,16,7,8,12
24136,15,6,10,8
24137,27,18,16,18
24138,20,12,10,15
24139,20,9,11,15
24140,16,14,8,10
24141,10,7,8,11
24142,13,7,5,8
24143,24,11,9,15
24144,22,16,15,12
24145,31,13,17,24
24146,20,11,10,16
24147,16,8,7,13
24148,17,9,9,16
24149,34,12,19,25
24150,22,14,12,17
24151,36,21,15,23
24152,15,8,7,12
24153,17,8,5,10
24154,13,9,6,10
24155,39,18,15,28
24156,22,12,9,14
24157,25,18,12,19
24158,15,9,8,13
24159,24,12,10,16
24160,12,8,8,11
24161,18,8,9,10
24162,25,15,17,16
24163,16,11,10,13
24164,17,6,8,12
24165,14,13,9,12
24166,23,13,10,20
24167,24,12,10,12
24168,25,14,15,24
24169,24,13,16,15
24170,29,13,13,25
24171,12,6,5,10
24172,28,13,12,17
24173,23,10,9,16
24174,24,10,8,20
24175,36,17,10,14
24176,34,25,18,27
24177,17,15,18,18
24178,18,8,6,11
24179,15,10,12,14
24180,16,11,9,12
24181,26,16,20,19
24182,11,5,7,9
24183,11,5,4,7
24184,28,17,12,26
24185,15,11,7,10
24186,23,13,13,18
24187,28,18,11,18
24188,17,10,8,10
24189,21,15,14,18
24190,17,7,6,13
24191,24,18,14,21
24192,18,12,10,10
24193,23,11,8,15
24194,18,11,5,12
24195,23,15,17,18
24196,21,15,14,20
24197,23,12,6,15
24198,10,6,5,9
24199,9,6,5,9
24200,20,9,9,18
24201,17,9,6,14
24202,21,15,8,16
24203,26,21,14,20
24204,27,16,18,13
24205,10,7,5,8
24206,10,7,6,9
24207,21,16,15,18
24208,19,10,10,15
24209,30,15,12,23
24210,18,14,13,12
24211,9,6,5,8
24212,15,8,6,11
24213,11,6,6,10
24214,14,9,6,11
24215,10,7,5,9
24216,12,8,7,10
24217,24,12,12,18
24218,18,10,11,22
24219,28,17,14,23
24220,18,9,6,10
24221,18,14,18,20
24222,12,7,6,12
24223,22,11,10,19
24224,19,10,9,20
24225,14,6,5,8
24226,21,10,10,12
24227,15,8,7,8
24228,24,14,12,20
24229,19,11,5,10
24230,14,6,6,9
24231,20,7,6,9
24232,24,12,12,13
24233,20,8,6,13
24234,11,6,5,12
24235,19,9,6,9
24236,38,25,18,26
24237,19,8,9,13
24238,10,6,5,10
24239,10,7,7,9
24240,20,8,7,17
24241,35,21,14,17
24242,10,6,5,10
24243,15,10,8,12
24244,21,13,0,13
24245,21,12,8,16
24246,10,6,5,8
24247,15,8,6,13
24248,17,9,10,14
24249,28,22,17,20
24250,11,8,6,10
24251,10,6,5,7
24252,25,12,10,21
24253,12,7,11,14
24254,36,29,24,30
24255,10,6,5,8
24256,20,13,11,16
24257,26,16,11,21
24258,21,12,14,23
24259,17,10,12,12
24260,22,14,15,19
24261,10,6,5,8
24262,15,9,5,13
24263,24,13,11,11
24264,23,15,13,19
24265,19,9,10,15
24266,37,24,21,30
24267,34,13,12,15
24268,41,27,18,23
24269,25,12,6,14
24270,26,12,10,16
24271,21,10,13,20
24272,19,17,12,19
24273,16,8,9,12
24274,24,12,9,17
24275,27,16,12,17
24276,20,13,6,16
24277,22,9,8,19
24278,15,7,5,7
24279,10,7,6,11
24280,12,6,10,10
24281,27,12,9,18
24282,16,7,7,8
24283,20,10,4,7
24284,25,13,11,18
24285,33,13,13,15
24286,16,8,4,11
24287,21,9,5,9
24288,22,14,11,14
24289,27,18,13,21
24290,15,8,7,9
24291,15,8,6,11
24292,10,7,7,8
24293,27,16,16,21
24294,29,14,11,20
24295,17,8,9,13
24296,22,11,12,19
24297,10,6,5,8
24298,29,19,19,18
24299,27,11,10,18
24300,17,9,7,14
24301,35,14,17,19
24302,25,14,11,18
24303,15,9,6,9
24304,26,13,12,24
24305,21,11,10,14
24306,35,14,18,21
24307,11,7,7,11
24308,13,8,6,11
24309,16,9,6,15
24310,19,8,8,11
24311,13,7,7,9
24312,15,7,7,16
24313,11,8,6,15
24314,24,16,16,23
24315,14,7,7,13
24316,14,7,5,9
24317,16,8,9,9
24318,24,13,11,17
24319,38,27,25,38
24320,26,18,10,15
24321,10,6,5,8
24322,26,16,12,17
24323,31,14,13,25
24324,13,7,6,9
24325,38,18,15,17
24326,31,15,14,19
24327,18,6,12,17
24328,10,6,5,9
24329,10,6,6,9
24330,11,6,5,8
24331,10,6,6,9
24332,14,10,10,11
24333,24,21,14,17
24334,18,10,8,13
24335,15,6,5,9
24336,13,7,5,9
24337,18,11,9,12
24338,18,11,15,15
24339,13,6,6,9
24340,25,16,13,19
24341,19,13,10,23
24342,22,11,10,15
24343,20,10,7,10
24344,14,11,6,11
24345,14,8,6,10
24346,26,6,6,11
24347,12,11,6,13
24348,18,15,13,18
24349,22,12,15,17
24350,15,7,9,11
24351,20,10,15,16
24352,16,11,7,10
24353,10,6,5,9
24354,21,13,17,14
24355,25,18,17,24
24356,20,8,7,9
24357,22,12,10,15
24358,16,8,11,14
24359,22,14,13,19
24360,24,11,9,19
24361,32,16,14,17
24362,26,16,12,15
24363,12,8,6,9
24364,23,13,12,13
24365,18,7,6,8
24366,23,10,9,15
24367,13,4,5,12
24368,18,10,13,14
24369,23,11,9,16
24370,17,9,7,16
24371,26,14,13,11
24372,28,18,19,15
24373,47,25,25,32
24374,29,22,11,11
24375,19,15,10,19
24376,27,17,16,21
24377,29,17,18,21
24378,33,13,18,16
24379,22,20,14,14
24380,20,11,9,15
24381,16,10,10,12
24382,11,6,5,8
24383,32,19,18,24
24384,36,17,11,20
24385,16,13,15,22
24386,30,18,16,18
24387,26,16,14,18
24388,22,13,9,15
24389,28,14,9,15
24390,10,6,5,9
24391,41,19,16,19
24392,23,12,9,12
24393,13,8,8,12
24394,30,11,8,14
24395,21,14,7,16
24396,24,12,12,17
24397,21,8,9,12
24398,30,17,14,16
24399,44,26,21,28
24400,21,13,10,17
24401,15,8,5,12
24402,33,17,14,20
24403,20,9,6,11
24404,22,13,13,15
24405,15,9,8,13
24406,28,17,10,17
24407,15,8,7,12
24408,24,12,10,17
24409,17,12,8,15
24410,25,17,10,16
24411,25,15,13,11
24412,28,16,14,17
24413,18,9,9,12
24414,20,14,10,13
24415,11,6,6,5
24416,20,12,14,18
24417,18,7,5,10
24418,16,8,7,14
24419,29,13,13,13
24420,16,7,6,11
24421,17,8,7,13
24422,30,18,13,23
24423,14,9,6,12
24424,22,15,10,17
24425,29,19,16,26
24426,17,6,6,12
24427,16,9,13,12
24428,20,14,13,14
24429,15,9,5,10
24430,24,16,12,16
24431,30,19,16,19
24432,20,12,13,15
24433,24,9,12,16
24434,13,8,6,11
24435,19,11,8,21
24436,13,7,7,11
24437,18,10,8,14
24438,15,6,5,9
24439,17,13,9,18
24440,20,11,9,9
24441,16,11,4,10
24442,32,25,17,23
24443,10,6,7,9
24444,25,12,10,10
24445,12,8,2,8
24446,23,11,10,12
24447,27,18,12,19
24448,15,6,8,10
24449,12,7,9,10
24450,11,9,5,14
24451,31,15,12,15
24452,42,29,25,33
24453,14,13,8,13
24454,28,18,12,23
24455,22,12,10,16
24456,25,18,13,14
24457,27,19,14,18
24458,16,10,8,9
24459,16,10,7,13
24460,30,23,13,23
24461,22,11,9,18
24462,31,19,20,22
24463,22,9,9,14
24464,16,8,10,12
24465,14,7,7,10
24466,22,9,8,12
24467,30,15,15,22
24468,18,8,9,14
24469,23,17,8,16
24470,14,7,6,13
24471,11,6,5,8
24472,24,12,13,18
24473,22,11,10,15
24474,24,17,13,19
24475,21,11,10,16
24476,26,9,9,18
24477,25,13,13,18
24478,15,10,8,16
24479,25,13,10,18
24480,18,8,2,12
24481,23,11,14,20
24482,26,13,11,18
24483,45,22,24,29
24484,16,8,9,12
24485,15,7,8,10
24486,17,9,10,12
24487,15,6,5,8
24488,20,9,8,12
24489,27,14,12,17
24490,13,6,5,9
24491,11,6,6,10
24492,24,12,10,13
24493,13,6,6,8
24494,14,4,6,19
24495,11,7,5,8
24496,17,8,7,11
24497,23,11,6,13
24498,20,12,8,14
24499,25,12,15,20
24500,14,8,9,10
24501,12,7,8,9
24502,27,16,6,22
24503,21,11,10,18
24504,19,10,10,10
24505,14,8,6,8
24506,25,13,13,13
24507,17,7,10,12
24508,10,6,5,8
24509,19,11,11,18
24510,23,11,11,14
24511,22,8,5,13
24512,23,9,14,21
24513,22,11,8,18
24514,12,7,5,9
24515,29,19,12,17
24516,18,11,9,13
24517,17,11,9,12
24518,40,20,15,18
24519,16,8,7,14
24520,16,9,8,15
24521,29,16,17,25
24522,18,14,13,14
24523,27,12,10,16
24524,27,10,15,17
24525,11,9,11,14
24526,18,9,8,20
24527,22,10,6,13
24528,22,12,13,17
24529,13,6,5,8
24530,16,11,8,14
24531,14,7,7,8
24532,32,13,13,19
24533,15,6,6,9
24534,21,13,14,20
24535,17,13,7,9
24536,19,13,9,12
24537,15,7,6,11
24538,31,21,14,16
24539,19,10,10,14
24540,40,23,21,28
24541,23,15,10,17
24542,16,11,8,12
24543,14,12,7,15
24544,30,24,15,16
24545,16,5,5,9
24546,18,8,8,11
24547,22,12,10,14
24548,13,6,8,10
24549,10,6,6,8
24550,24,16,14,16
24551,16,7,5,8
24552,20,13,10,17
24553,26,18,19,22
24554,17,11,7,13
24555,13,6,5,8
24556,27,14,15,20
24557,25,18,14,20
24558,25,11,12,17
24559,27,17,17,25
24560,16,7,10,11
24561,18,8,6,12
24562,28,18,17,18
24563,17,7,5,12
24564,18,9,11,16
24565,22,16,12,28
24566,27,14,11,23
24567,20,15,13,19
24568,15,9,6,11
24569,20,14,14,23
24570,22,10,15,17
24571,10,6,5,8
24572,18,12,12,16
24573,43,21,22,24
24574,25,8,10,12
24575,20,11,8,16
24576,22,9,10,15
24577,16,10,8,9
24578,35,19,17,24
24579,18,10,8,12
24580,11,8,6,8
24581,15,6,8,11
24582,30,20,19,26
24583,15,8,6,11
24584,22,13,9,12
24585,16,8,7,12
24586,18,8,7,14
24587,33,18,21,28
24588,11,10,7,11
24589,20,13,11,14
24590,25,20,12,22
24591,13,8,7,13
24592,14,6,6,9
24593,14,8,10,17
24594,10,6,5,9
24595,13,8,8,12
24596,35,27,25,34
24597,18,17,9,12
24598,19,13,13,21
24599,10,8,5,8
24600,24,15,16,21
24601,19,8,6,11
24602,21,13,11,18
24603,42,25,18,26
24604,21,11,14,12
24605,27,17,11,18
24606,28,21,20,22
24607,24,18,18,24
24608,27,11,6,16
24609,29,18,18,32
24610,19,9,8,11
24611,37,24,20,27
24612,18,9,7,12
24613,25,14,9,14
24614,31,12,10,11
24615,23,11,14,21
24616,10,6,5,8
24617,27,16,14,23
24618,14,10,6,9
24619,17,10,8,11
24620,15,6,5,11
24621,22,14,12,12
24622,32,21,18,23
24623,15,9,11,23
24624,15,10,4,15
24625,17,10,6,13
24626,14,9,7,12
24627,26,13,13,21
24628,25,14,10,18
24629,29,18,15,15
24630,30,18,12,21
24631,21,13,14,11
24632,20,11,11,13
24633,17,12,16,10
24634,15,15,14,8
24635,10,6,5,9
24636,33,17,13,26
24637,28,17,16,21
24638,20,11,10,13
24639,21,14,11,18
24640,25,13,11,16
24641,14,11,7,9
24642,26,9,11,12
24643,31,12,12,18
24644,20,10,6,12
24645,36,24,16,23
24646,14,6,6,12
24647,32,19,15,27
24648,17,8,6,10
24649,23,11,10,17
24650,14,9,12,15
24651,26,10,8,14
24652,14,8,6,8
24653,21,12,12,17
24654,24,16,13,29
24655,22,12,10,18
24656,28,11,11,12
24657,11,7,5,11
24658,18,10,7,11
24659,21,20,12,20
24660,28,11,12,19
24661,14,6,5,8
24662,24,10,10,14
24663,15,8,5,9
24664,15,8,6,12
24665,15,9,6,12
24666,17,11,7,13
24667,37,25,23,27
24668,11,7,7,14
24669,24,10,7,15
24670,15,7,7,12
24671,30,18,17,16
24672,37,22,20,18
24673,20,11,7,9
24674,26,12,10,17
24675,25,12,13,22
24676,17,13,9,12
24677,10,7,8,11
24678,23,14,11,20
24679,19,9,11,15
24680,20,12,11,17
24681,21,16,9,20
24682,19,10,9,15
24683,26,6,5,12
24684,18,8,6,11
24685,16,9,7,11
24686,29,21,18,23
24687,19,12,15,13
24688,17,9,9,17
24689,17,9,8,13
24690,36,18,18,24
24691,9,6,5,8
24692,15,6,10,21
24693,32,22,15,15
24694,24,10,11,17
24695,21,9,8,10
24696,14,7,6,11
24697,28,13,15,21
24698,26,16,9,15
24699,16,7,7,11
24700,17,11,6,15
24701,15,11,8,14
24702,28,16,14,20
24703,25,13,11,22
24704,21,7,5,8
24705,25,16,13,19
24706,17,6,5,10
24707,20,8,9,21
24708,26,18,13,12
24709,13,6,9,10
24710,23,10,10,13
24711,31,22,22,21
24712,36,16,10,23
24713,16,10,9,17
24714,13,10,8,12
24715,10,6,5,8
24716,17,10,9,8
24717,10,6,5,8
24718,22,12,10,17
24719,33,20,19,21
24720,21,11,11,15
24721,10,6,5,8
24722,15,11,7,13
24723,23,12,6,21
24724,19,9,7,15
24725,15,17,9,17
24726,21,14,10,15
24727,22,12,10,16
24728,18,10,8,11
24729,18,10,9,11
24730,11,5,7,13
24731,28,17,15,22
24732,28,11,8,16
24733,20,10,13,19
24734,31,22,19,26
24735,24,14,10,17
24736,24,18,12,15
24737,16,6,6,11
24738,13,6,5,8
24739,18,8,9,12
24740,19,11,8,13
24741,32,18,13,16
24742,22,12,8,18
24743,17,15,11,10
24744,14,7,5,13
24745,27,12,11,16
24746,19,11,6,12
24747,16,11,8,12
24748,22,15,9,14
24749,18,9,8,14
24750,13,6,6,9
24751,22,12,17,16
24752,18,9,8,15
24753,26,12,16,24
24754,13,10,6,8
24755,16,8,8,16
24756,15,11,8,19
24757,12,6,6,9
24758,13,7,6,11
24759,15,6,7,11
24760,20,10,7,12
24761,24,14,18,18
24762,13,6,6,9
24763,21,9,10,18
24764,24,15,15,17
24765,18,8,10,13
24766,15,6,7,11
24767,13,6,6,12
24768,17,9,11,16
24769,18,13,9,11
24770,27,17,11,19
24771,20,16,13,18
24772,18,10,10,12
24773,38,15,17,24
24774,15,9,7,8
24775,27,16,12,17
24776,12,6,6,9
24777,15,7,6,9
24778,19,8,10,13
24779,11,8,5,9
24780,12,7,7,12
24781,25,15,15,16
24782,24,14,14,19
24783,23,12,9,15
24784,25,10,8,14
24785,21,9,12,27
24786,32,16,16,25
24787,19,12,11,15
24788,25,14,9,17
24789,11,10,6,10
24790,21,8,6,11
24791,13,7,6,11
24792,27,12,10,17
24793,28,17,15,28
24794,14,7,6,8
24795,22,16,14,23
24796,10,8,11,13
24797,36,20,14,20
24798,19,13,12,12
24799,10,6,5,9
24800,26,16,13,18
24801,14,7,6,11
24802,15,11,7,10
24803,21,13,12,21
24804,29,13,8,16
24805,20,13,12,20
24806,22,10,13,16
24807,23,10,16,18
24808,13,6,6,11
24809,16,8,10,11
24810,21,6,7,10
24811,27,14,14,24
24812,29,19,15,19
24813,16,7,7,16
24814,18,6,10,14
24815,20,11,11,13
24816,17,8,8,13
24817,21,9,16,15
24818,12,7,5,10
24819,12,7,6,10
24820,20,8,8,12
24821,22,13,15,24
24822,30,14,10,13
24823,30,19,17,15
24824,20,12,14,15
24825,21,12,12,18
24826,37,23,19,24
24827,28,19,22,20
24828,22,10,14,19
24829,17,8,10,10
24830,10,6,5,8
24831,34,27,20,20
24832,17,11,8,13
24833,33,10,9,22
24834,22,10,9,13
24835,22,11,7,14
24836,32,20,16,22
24837,22,9,9,14
24838,11,5,11,15
24839,13,13,12,18
24840,20,12,6,19
24841,24,11,8,13
24842,17,8,7,12
24843,27,17,15,18
24844,16,11,5,11
24845,29,12,11,11
24846,22,6,8,13
24847,10,6,5,10
24848,18,9,8,12
24849,13,6,5,9
24850,16,6,5,9
24851,31,21,17,12
24852,19,10,6,10
24853,24,14,14,21
24854,13,6,6,11
24855,19,9,10,12
24856,24,12,8,14
24857,12,7,7,10
24858,12,7,7,10
24859,16,9,10,9
24860,19,7,7,12
24861,20,16,11,18
24862,12,7,5,10
24863,19,20,10,15
24864,18,7,7,15
24865,23,19,6,18
24866,21,12,11,17
24867,31,19,16,23
24868,23,10,8,16
24869,17,8,7,15
24870,28,14,17,14
24871,17,11,6,10
24872,22,11,8,14
24873,20,12,10,15
24874,13,7,7,9
24875,18,11,6,9
24876,10,6,7,8
24877,10,6,6,9
24878,19,12,9,16
24879,17,9,6,11
24880,19,12,13,17
24881,28,19,15,21
24882,14,7,5,8
24883,24,19,18,21
24884,20,14,7,19
24885,22,10,9,21
24886,27,14,9,11
24887,23,11,8,14
24888,12,6,7,9
24889,17,13,9,16
24890,23,16,8,21
24891,27,23,21,23
24892,14,5,7,11
24893,19,13,7,11
24894,17,7,7,10
24895,35,18,17,24
24896,10,6,6,16
24897,19,12,8,14
24898,15,7,10,17
24899,13,7,7,10
24900,26,17,17,22
24901,30,12,16,15
24902,17,7,5,14
24903,10,6,5,8
24904,19,8,5,8
24905,19,11,7,16
24906,16,12,10,17
24907,13,4,11,9
24908,18,11,8,15
24909,15,7,6,10
24910,21,11,12,14
24911,19,11,6,9
24912,18,9,8,14
24913,17,9,8,13
24914,13,7,7,10
24915,18,8,9,13
24916,11,6,5,8
24917,13,16,11,13
24918,10,6,5,8
24919,11,7,5,13
24920,17,11,5,16
24921,21,7,8,9
24922,17,9,10,11
24923,28,13,10,16
24924,17,8,8,11
24925,21,16,11,18
24926,16,8,12,14
24927,13,11,8,18
24928,30,15,13,18
24929,27,17,15,25
24930,31,12,10,19
24931,10,7,5,8
24932,24,15,16,28
24933,23,14,11,18
24934,9,6,5,8
24935,13,7,7,12
24936,28,20,18,18
24937,23,13,15,18
24938,14,7,5,8
24939,22,12,12,15
24940,13,7,6,8
24941,28,15,11,18
24942,26,16,18,20
24943,23,13,12,18
24944,23,15,16,14
24945,16,6,8,13
24946,36,19,19,32
24947,18,8,7,9
24948,19,11,8,14
24949,18,12,8,9
24950,31,12,13,13
24951,10,6,6,8
24952,12,7,7,10
24953,20,7,7,14
24954,17,14,9,15
24955,10,7,5,9
24956,22,14,14,13
24957,17,12,5,10
24958,15,7,8,13
24959,18,9,9,17
24960,14,8,7,11
24961,21,12,8,17
24962,38,21,18,25
24963,18,8,7,14
24964,15,8,14,15
24965,14,7,9,12
24966,39,26,16,21
24967,11,6,5,8
24968,14,10,6,9
24969,14,8,7,11
24970,34,19,14,25
24971,10,6,8,11
24972,26,15,14,14
24973,10,7,5,8
24974,11,9,5,15
24975,13,11,8,11
24976,35,15,20,20
24977,16,15,13,17
24978,23,13,9,11
24979,13,6,5,12
24980,14,10,7,14
24981,9,8,6,13
24982,13,11,10,14
24983,37,25,21,27
24984,21,15,7,12
24985,14,8,9,11
24986,26,13,12,16
24987,13,8,5,10
24988,19,13,10,13
24989,20,8,8,13
24990,34,19,20,26
24991,22,14,5,12
24992,16,8,8,12
24993,19,16,6,12
24994,13,7,7,13
24995,20,10,11,15
24996,24,10,12,21
24997,10,6,5,11
24998,24,11,0,14
24999,25,18,17,20
25000,23,14,12,18
25001,12,6,8,11
25002,18,8,10,17
25003,10,6,5,11
25004,18,10,5,14
25005,10,7,5,12
25006,10,6,5,8
25007,13,8,8,14
25008,10,8,5,10
25009,22,17,14,18
25010,13,9,9,14
25011,10,9,5,8
25012,31,13,14,25
25013,10,7,6,14
25014,15,6,6,13
25015,23,13,10,18
25016,17,8,6,11
25017,18,11,7,13
25018,13,7,7,12
25019,16,11,9,18
25020,24,15,15,18
25021,24,14,11,23
25022,23,12,6,14
25023,10,6,6,11
25024,10,7,6,10
25025,22,12,7,10
25026,16,9,8,19
25027,10,6,5,8
25028,13,6,6,10
25029,25,12,10,16
25030,18,11,13,21
25031,17,10,6,12
25032,22,8,6,9
25033,25,18,15,20
25034,26,15,14,21
25035,14,6,5,9
25036,17,9,10,20
25037,28,16,15,17
25038,29,17,13,22
25039,24,8,6,9
25040,21,19,14,19
25041,12,7,9,10
25042,26,24,18,28
25043,14,7,6,10
25044,16,11,5,11
25045,18,8,7,9
25046,16,10,10,11
25047,10,6,5,8
25048,19,11,9,17
25049,29,15,9,18
25050,18,10,10,19
25051,20,7,9,11
25052,41,21,18,24
25053,13,8,8,8
25054,31,15,13,20
25055,17,9,8,14
25056,32,14,16,13
25057,28,15,19,20
25058,9,7,7,12
25059,29,23,18,24
25060,36,25,21,29
25061,24,14,13,16
25062,20,9,9,15
25063,19,11,10,14
25064,26,12,8,17
25065,20,10,8,17
25066,29,12,8,17
25067,30,17,19,25
25068,25,15,15,15
25069,15,7,8,10
25070,22,16,12,22
25071,22,13,10,16
25072,16,10,10,13
25073,16,6,6,14
25074,16,8,7,14
25075,21,10,12,15
25076,35,17,0,11
25077,9,6,5,10
25078,31,15,17,22
25079,34,17,16,23
25080,25,15,17,19
25081,22,10,8,15
25082,27,14,15,14
25083,16,8,7,13
25084,16,12,9,15
25085,12,6,5,9
25086,12,8,7,8
25087,17,11,8,12
25088,20,9,6,10
25089,23,10,9,19
25090,21,12,9,15
25091,14,6,5,11
25092,14,9,9,17
25093,24,11,12,16
25094,18,9,9,9
25095,28,17,14,26
25096,23,11,10,14
25097,14,6,6,8
25098,36,23,17,20
25099,30,17,14,21
25100,26,17,16,21
25101,17,8,10,15
25102,22,12,9,16
25103,30,17,14,19
25104,18,10,8,15
25105,28,13,13,20
25106,23,16,15,19
25107,19,11,8,18
25108,22,11,7,16
25109,11,7,7,10
25110,16,15,12,11
25111,17,8,9,14
25112,18,10,8,14
25113,18,12,8,12
25114,25,13,11,18
25115,26,15,10,20
25116,20,8,7,13
25117,23,17,11,19
25118,32,17,18,22
25119,15,9,8,13
25120,18,8,8,15
25121,14,9,10,15
25122,26,20,15,18
25123,19,9,6,10
25124,18,8,5,8
25125,16,10,9,14
25126,15,7,7,13
25127,20,10,11,20
25128,10,7,5,9
25129,28,14,15,20
25130,19,6,5,8
25131,13,6,9,11
25132,15,10,9,10
25133,18,13,10,15
25134,16,10,6,13
25135,17,8,7,10
25136,15,10,8,11
25137,20,10,10,15
25138,19,15,9,16
25139,15,13,11,12
25140,21,10,11,17
25141,14,7,8,11
25142,10,6,5,9
25143,10,8,6,9
25144,21,12,11,12
25145,18,15,9,17
25146,25,8,10,17
25147,25,15,12,19
25148,22,13,11,18
25149,23,12,12,14
25150,26,20,17,18
25151,16,8,7,10
25152,14,10,8,9
25153,16,9,6,11
25154,21,13,12,16
25155,21,11,8,13
25156,23,13,9,17
25157,20,11,5,12
25158,22,9,10,10
25159,15,10,13,13
25160,20,11,11,15
25161,31,15,14,22
25162,44,25,21,25
25163,15,7,8,17
25164,27,11,7,14
25165,11,6,7,12
25166,36,21,18,26
25167,10,6,5,8
25168,13,8,8,15
25169,21,10,4,12
25170,17,9,6,10
25171,20,10,8,13
25172,13,6,7,9
25173,16,7,8,8
25174,26,12,7,14
25175,28,14,14,15
25176,21,13,16,18
25177,21,9,8,20
25178,10,6,5,8
25179,14,8,9,11
25180,9,7,6,8
25181,18,11,9,11
25182,21,16,11,19
25183,24,14,10,17
25184,23,13,15,20
25185,10,7,5,8
25186,10,6,8,12
25187,22,8,11,14
25188,20,10,5,16
25189,33,18,11,18
25190,15,9,9,13
25191,18,9,8,9
25192,16,7,6,9
25193,15,8,6,8
25194,11,7,5,11
25195,37,20,19,24
25196,16,7,5,13
25197,22,13,10,11
25198,30,18,13,22
25199,21,14,14,13
25200,14,8,8,9
25201,9,7,10,9
25202,30,12,8,14
25203,35,22,18,24
25204,15,14,21,11
25205,16,8,6,11
25206,16,9,14,10
25207,27,20,19,22
25208,28,14,17,20
25209,33,26,23,31
25210,23,17,10,11
25211,22,18,12,15
25212,24,13,10,21
25213,25,19,20,22
25214,12,6,5,8
25215,24,13,6,11
25216,23,14,10,14
25217,10,6,5,8
25218,30,18,16,20
25219,12,6,9,9
25220,22,10,9,12
25221,15,7,7,11
25222,16,10,8,10
25223,22,12,10,16
25224,18,7,7,13
25225,21,9,12,17
25226,21,8,9,13
25227,35,23,19,28
25228,14,7,5,9
25229,23,17,13,12
25230,10,6,5,8
25231,10,6,5,8
25232,36,23,20,23
25233,28,15,8,12
25234,35,15,18,14
25235,20,8,6,19
25236,21,12,9,16
25237,33,22,20,22
25238,12,7,5,8
25239,31,17,17,23
25240,10,7,5,8
25241,21,12,11,16
25242,28,18,19,19
25243,19,7,8,11
25244,27,18,12,21
25245,28,15,6,16
25246,23,13,12,17
25247,11,6,5,9
25248,15,10,6,15
25249,24,11,8,19
25250,24,10,19,18
25251,28,18,16,21
25252,14,13,11,16
25253,29,16,12,20
25254,16,9,9,15
25255,24,15,23,23
25256,32,14,0,16
25257,28,18,5,13
25258,20,19,11,21
25259,21,10,14,18
25260,18,10,9,17
25261,14,12,8,9
25262,21,16,12,18
25263,29,16,11,17
25264,20,11,11,12
25265,33,25,20,18
25266,23,11,12,15
25267,22,6,11,15
25268,12,6,5,9
25269,11,7,5,9
25270,13,12,5,12
25271,24,16,12,24
25272,15,6,8,11
25273,16,8,5,8
25274,15,12,10,12
25275,41,20,16,29
25276,16,9,6,10
25277,21,11,7,15
25278,20,7,6,11
25279,15,7,8,15
25280,28,17,18,20
25281,28,19,16,26
25282,18,9,6,14
25283,16,10,7,11
25284,13,9,6,11
25285,28,13,14,21
25286,16,8,10,11
25287,30,19,21,17
25288,25,11,5,13
25289,19,10,5,10
25290,27,17,16,26
25291,21,10,11,16
25292,28,16,11,19
25293,27,16,19,22
25294,32,21,25,26
25295,16,7,8,11
25296,28,19,19,24
25297,32,12,11,14
25298,16,8,11,14
25299,27,19,14,18
25300,14,7,7,9
25301,21,20,9,20
25302,21,14,15,15
25303,18,9,7,17
25304,20,8,12,16
25305,21,8,10,14
25306,15,8,7,14
25307,27,8,6,12
25308,22,12,7,14
25309,23,14,11,11
25310,17,8,6,8
25311,27,12,8,17
25312,29,17,13,22
25313,20,9,8,12
25314,19,15,13,23
25315,12,9,6,11
25316,23,11,8,15
25317,10,6,5,8
25318,28,16,19,21
25319,15,8,6,9
25320,27,10,9,15
25321,24,16,12,24
25322,25,14,14,19
25323,20,10,10,15
25324,14,9,6,12
25325,18,11,12,20
25326,19,10,7,13
25327,18,12,10,11
25328,21,9,13,15
25329,10,6,5,8
25330,14,6,10,13
25331,14,10,8,17
25332,20,10,6,11
25333,34,9,7,17
25334,13,5,5,9
25335,21,10,5,13
25336,19,12,8,15
25337,16,8,7,10
25338,13,11,12,18
25339,29,17,12,17
25340,28,12,8,12
25341,21,17,15,17
25342,17,11,11,14
25343,26,12,7,13
25344,24,8,10,11
25345,33,16,16,20
25346,19,9,6,12
25347,14,7,8,9
25348,12,7,5,9
25349,18,16,11,15
25350,23,13,11,16
25351,15,8,7,10
25352,20,7,7,12
25353,18,8,6,12
25354,12,6,6,9
25355,10,5,5,7
25356,27,16,12,21
25357,15,10,10,12
25358,25,16,12,18
25359,18,9,8,15
25360,18,16,9,17
25361,17,12,6,16
25362,12,6,5,10
25363,16,10,6,23
25364,20,7,6,10
25365,17,6,6,15
25366,26,12,10,10
25367,21,9,6,9
25368,20,12,9,15
25369,18,11,7,11
25370,22,12,12,16
25371,23,13,10,16
25372,28,15,19,18
25373,10,6,6,8
25374,14,8,10,10
25375,23,13,10,15
25376,16,7,6,14
25377,22,14,14,28
25378,13,6,5,8
25379,11,8,7,12
25380,21,11,9,15
25381,15,12,12,13
25382,13,6,9,13
25383,28,14,12,17
25384,15,9,6,14
25385,30,17,14,21
25386,17,8,7,14
25387,16,7,8,12
25388,10,6,6,8
25389,23,10,13,14
25390,11,7,5,8
25391,15,8,6,10
25392,13,8,5,13
25393,17,12,6,9
25394,17,9,7,13
25395,16,9,5,8
25396,16,12,8,11
25397,32,20,16,19
25398,16,6,10,10
25399,16,7,8,10
25400,24,18,17,16
