Team,IsHome,Opponent,Result,IsOT,TeamScore,OpponentScore,ResultDifferential,Year,Month,Season,Rest,2PPctAllowed,3PPctAllowed,PTSAllowed,ORBAllowed,DRBAllowed,TRBAllowed,STLAllowed,BLKAllowed,TOVForced,PFForced,PossAllowed,2PPct,3PPct,FTPct,PTS,ORB,DRB,TRB,STL,BLK,TOV,PF,Poss,DefRating,OffRating,oppmRest,2PPctAllowed_Opp,3PPctAllowed_Opp,PTSAllowed_Opp,ORBAllowed_Opp,DRBAllowed_Opp,TRBAllowed_Opp,STLAllowed_Opp,BLKAllowed_Opp,TOVForced_Opp,PFForced_Opp,PossAllowed_Opp,2PPct_Opp,3PPct_Opp,FTPct_Opp,PTS_Opp,ORB_Opp,DRB_Opp,TRB_Opp,STL_Opp,BLK_Opp,TOV_Opp,PF_Opp,Poss_Opp,DefRating_Opp,OffRating_Opp
WAS,0,IND,0,0,86,102,-16,2009,11,2009,2,0.446866485,0.363636364,98.66666667,11.5,30.5,42,6.5,6,11.16666667,22.66666667,94.24166667,0.464102564,0.372093023,0.737804878,96.5,10.83333333,32.16666667,43,5.333333333,4.833333333,13.33333333,23.66666667,89.81666667,104.6953754,107.4410837,2,0.451807229,0.368421053,100.4,13,33,46,8.6,6.2,16,22.6,93.8,0.485148515,0.271028037,0.769784173,97.6,11.6,33.6,45.2,7.6,8.2,17,25.6,89.805,107.0362473,108.6799176
MIL,0,ORL,0,0,90,114,-24,2015,11,2015,2,0.507088332,0.369620253,106.125,12.9375,31.1875,44.125,8.0625,5.0625,15.375,19.875,92.328125,0.475257732,0.381410256,0.797222222,97.875,9.6875,28.4375,38.125,7.625,4.625,15.3125,23,85.1875,114.9433068,114.893617,2,0.466811752,0.332568807,100.5625,11.125,35.0625,46.1875,7.5625,6.6875,14.8125,18.8125,93.409375,0.458969466,0.354330709,0.768072289,101.375,11.9375,34.4375,46.375,7.875,6,14.0625,21.9375,97.04375,107.6578234,104.4631931
MIN,0,LAL,0,0,88,95,-7,2006,11,2006,1,0.470948012,0.3,93.6,13.6,29,42.6,8,4.4,16.8,20,89.695,0.498461538,0.274193548,0.831683168,91.8,9,29.4,38.4,8,5,17.6,22,78.395,104.3536429,117.0993048,2,0.498360656,0.366071429,104.2,9.6,26.6,36.2,10.2,4,14.2,27.8,90.39,0.542955326,0.366666667,0.727810651,107.6,12.4,32,44.4,7,5.2,19.4,21.4,85.255,115.2782387,126.2096065
MIL,0,WAS,0,0,111,116,-5,2006,11,2006,2,0.5066313,0.387387387,103.3333333,12.83333333,30.5,43.33333333,7.166666667,6.333333333,14.83333333,21,90.89166667,0.513994911,0.267326733,0.777777778,98.33333333,9.833333333,28.33333333,38.16666667,6.333333333,2.5,14,22.16666667,88.85416667,113.688457,110.6682298,2,0.504918033,0.371134021,104.4,13.6,31.2,44.8,5,3.8,17.4,26,90.66,0.51552795,0.382716049,0.737142857,110.8,9.8,26.2,36,9.8,5.4,11.8,24.4,95.225,115.1555261,116.3559989
BOS,0,NYK,0,0,86,89,-3,2003,11,2003,3,0.397009967,0.389534884,87.1,12.8,30.7,43.5,7.3,4.4,15.3,21.9,87.5825,0.46092504,0.279503106,0.743478261,88.4,12,31.7,43.7,9.1,4.9,14.3,24.7,87.425,99.44909086,101.1152416,2,0.425665102,0.371621622,90.6,11.3,29.5,40.8,9.6,4.3,12.4,17.6,90.615,0.440261866,0.347058824,0.857954545,86.6,10.8,33.7,44.5,6.8,5.3,17.3,23.4,79.96,99.98344645,108.3041521
LAL,0,SEA,0,0,101,117,-16,2006,11,2006,2,0.508474576,0.39,108.25,10.75,26.75,37.5,9.5,3.5,13.75,28.25,92.99375,0.544680851,0.4,0.725352113,110.75,12.5,32,44.5,6.75,4.5,19,22.25,86.6125,116.4056724,127.8683793,2,0.582278481,0.37254902,109.6666667,9.666666667,30.33333333,40,5.333333333,6.333333333,18,20.33333333,79.06666667,0.492385787,0.414285714,0.870967742,111.6666667,14,22.33333333,36.33333333,11.33333333,3,12.33333333,27.33333333,100.4833333,138.7015177,111.1295406
BRK,0,LAL,0,0,118,125,-7,2016,11,2016,1,0.490806223,0.358552632,110.9090909,11.63636364,36.45454545,48.09090909,10.72727273,5.181818182,14.36363636,20.36363636,100.1931818,0.530357143,0.32460733,0.80952381,106.3636364,9.272727273,36.09090909,45.36363636,8.545454545,4.545454545,17.18181818,20.90909091,88.60909091,110.6952478,120.0369344,2,0.531380753,0.317901235,108.4166667,10.25,31.75,42,9.666666667,4.166666667,14.75,19.33333333,94.3625,0.531914894,0.344512195,0.813380282,110,10.58333333,33.83333333,44.41666667,8.666666667,4.083333333,16.16666667,22.08333333,91.74166667,114.8938049,119.9018984
BOS,0,GSW,0,0,106,110,-4,2004,12,2004,1,0.466968326,0.319852941,97.47058824,12.52941176,29.35294118,41.88235294,8.058823529,5.117647059,15.64705882,25,91.15441176,0.482110912,0.315315315,0.778217822,98.88235294,11.52941176,30,41.52941176,8.176470588,5.352941176,15.76470588,23.41176471,88.69852941,106.9290957,111.4813894,2,0.475778547,0.338383838,97,11.17647059,36.58823529,47.76470588,7.058823529,6,15.88235294,24.76470588,87.96176471,0.424520434,0.288617886,0.708520179,91,12.76470588,29.94117647,42.70588235,7.235294118,4.823529412,13.64705882,25.17647059,96.57941176,110.2751864,94.22298017
PHO,0,MIN,0,0,93,100,-7,2007,12,2007,1,0.485620915,0.35890411,104.4285714,13,33.19047619,46.19047619,7.095238095,3.619047619,15.19047619,19.71428571,98.06785714,0.541984733,0.368635438,0.782222222,110.2380952,8.523809524,32.95238095,41.47619048,8.047619048,5.80952381,13.57142857,18.28571429,90.89285714,106.4860337,121.2835625,2,0.506730769,0.356932153,101.6111111,9.722222222,30,39.72222222,8.055555556,5.444444444,13.77777778,18.38888889,86.54166667,0.463719766,0.351535836,0.716666667,93.27777778,12.83333333,29.05555556,41.88888889,7.777777778,4.5,15.77777778,24.72222222,89.44444444,117.4129353,104.2857143
UTA,1,DAL,1,0,101,79,22,2006,12,2006,3,0.474031327,0.359375,99.14285714,9.19047619,26.0952381,35.28571429,7.523809524,5.857142857,14,23.42857143,86.93571429,0.518387553,0.312267658,0.758147513,102.8571429,12.71428571,31.71428571,44.42857143,6.523809524,4.904761905,15.85714286,27,90.18690476,114.0415742,114.0488668,2,0.480176211,0.323076923,94.14285714,10.95238095,28.23809524,39.19047619,7,3.904761905,14.19047619,22.95238095,86.8702381,0.476725522,0.369509044,0.796296296,97.47619048,11.38095238,30.38095238,41.76190476,6.428571429,5.666666667,14,23.57142857,87.35714286,108.3718189,111.5835377
NYK,1,LAL,1,0,116,107,9,2012,12,2012,2,0.482325216,0.370614035,95.81818182,10.22727273,33.27272727,43.5,5.454545455,4.227272727,15.54545455,19.5,83.61477273,0.472128378,0.411856474,0.758403361,103.2272727,10.09090909,29.27272727,39.36363636,8.954545455,3.727272727,10.31818182,18.86363636,93.00454545,114.5948003,110.9916426,2,0.47574124,0.353684211,99.52173913,11.13043478,29.13043478,40.26086957,8.304347826,4.695652174,12.82608696,24.34782609,94.09347826,0.485849057,0.37704918,0.682719547,101.6956522,13.13043478,33.04347826,46.17391304,7.652173913,5.565217391,15.95652174,20,90.92826087,105.7690086,111.8416334
NOP,0,PHI,1,0,108,93,15,2016,12,2016,2,0.494097808,0.350705755,106.8666667,10.2,38.43333333,48.63333333,7.4,4.5,13.16666667,19.7,96.91333333,0.479849543,0.336399474,0.754285714,102.7333333,8.733333333,35.96666667,44.7,7.633333333,6.066666667,12.46666667,18.7,94.75,110.2703446,108.4256816,2,0.495585639,0.348005502,105.7857143,10.89285714,34.85714286,45.75,8.75,5.178571429,13.21428571,19.32142857,96.11160714,0.475065617,0.354761905,0.735883424,98.07142857,9.357142857,34.28571429,43.64285714,7.642857143,5.785714286,16.25,21.57142857,86.84910714,110.0654931,112.9216313
WAS,1,CHO,1,0,109,106,3,2016,12,2016,2,0.512213175,0.382126348,106.2083333,10.29166667,32.875,43.16666667,7.791666667,4.791666667,16,20.33333333,89.30208333,0.49173028,0.351145038,0.776699029,104.0833333,11,31.25,42.25,9.291666667,3.708333333,13.79166667,21.79166667,94.734375,118.9315292,109.8686019,2,0.491458607,0.343396226,102.4615385,9.269230769,35.84615385,45.11538462,7.038461538,5.346153846,12.19230769,21.26923077,94.50480769,0.47954393,0.353675451,0.752906977,104.3461538,8.692307692,36.84615385,45.53846154,6.384615385,5.076923077,11.61538462,16.84615385,94.72307692,108.4193926,110.1591684
MIN,0,ORL,0,0,89,100,-11,2008,12,2008,2,0.493129172,0.378723404,100.6097561,9.731707317,31.7804878,41.51219512,7.341463415,5.390243902,11.68292683,19.43902439,89.65792683,0.458190149,0.359520639,0.7734375,95.19512195,11.43902439,29.75609756,41.19512195,5.56097561,3.926829268,13.07317073,22.02439024,90.94146341,112.2151266,104.6773588,2,0.453504511,0.329835082,93.39534884,10.72093023,32.51162791,43.23255814,6.790697674,3.674418605,13,22.97674419,91.23604651,0.499780026,0.344986201,0.707957342,99.06976744,10.11627907,33.11627907,43.23255814,6.976744186,6.093023256,13.51162791,20.11627907,88.20988372,102.3667206,112.3114137
NOH,0,MIA,0,0,84,96,-12,2010,12,2010,1,0.47300216,0.338362069,92,9.416666667,31.58333333,41,6.625,4.791666667,13.95833333,21.08333333,83.571875,0.476027397,0.364361702,0.75432526,93.20833333,8.75,31.58333333,40.33333333,7.916666667,4.375,13.16666667,21.91666667,83.52291667,110.084882,111.5961188,2,0.460961899,0.306521739,91,10.61538462,29.11538462,39.73076923,6.307692308,2.576923077,13.34615385,22.23076923,88.34038462,0.499358974,0.387173397,0.760956175,100.7692308,9.576923077,32.73076923,42.30769231,6.730769231,5.153846154,12.38461538,21.26923077,87.14134615,103.010645,115.6388273
MIL,0,DAL,1,0,103,99,4,2010,12,2010,3,0.477409639,0.345323741,93.17391304,8.695652174,32.47826087,41.17391304,6.130434783,5.173913043,15.13043478,24.2173913,81.02065217,0.431105048,0.331606218,0.735433071,91.95652174,12.2173913,30.95652174,43.17391304,6.826086957,4.826086957,12.82608696,21.39130435,93.02717391,115.0002012,98.84909739,2,0.450722733,0.373170732,93.04166667,11.125,29.79166667,40.91666667,7.625,3.375,13.66666667,20.04166667,88.56666667,0.517934003,0.354485777,0.780141844,98.75,9.208333333,32.83333333,42.04166667,7.375,4.916666667,13.70833333,18.54166667,83.7875,105.052691,117.8576757
TOR,1,ORL,0,0,93,104,-11,2003,12,2003,2,0.45051941,0.311258278,88.74074074,12.22222222,31.07407407,43.2962963,7.222222222,4.296296296,12.88888889,20.74074074,89.16666667,0.435068821,0.364341085,0.758318739,85.55555556,10.25925926,29.77777778,40.03703704,6.481481481,4.851851852,14.18518519,20.18518519,82.34166667,99.52232606,103.9031137,2,0.468553459,0.334117647,97.53571429,13.92857143,31.32142857,45.25,8.107142857,5.571428571,13.60714286,20.71428571,95.05982143,0.435031185,0.344139651,0.757990868,92.35714286,13.10714286,29.32142857,42.42857143,6.607142857,4.821428571,13.71428571,21.82142857,93.57410714,102.6045629,98.69946471
MEM,0,DET,0,0,67,94,-27,2007,12,2007,2,0.500831025,0.352549889,105.2692308,12,32.42307692,44.42307692,9.269230769,4.769230769,12.69230769,22.88461538,96.80096154,0.495069034,0.37544484,0.764530551,102,9.692307692,31.88461538,41.57692308,5.653846154,5.115384615,15.76923077,19.92307692,86.29711538,108.7481251,118.196303,2,0.461875,0.323308271,90,11.42307692,28.57692308,40,5.884615385,3.5,13.69230769,20.73076923,86.50865385,0.494259819,0.344497608,0.75862069,99,11.80769231,29.69230769,41.5,6.884615385,5.538461538,11.26923077,20.26923077,92.45480769,104.0358346,107.0793423
MIN,1,SEA,1,0,108,95,13,2005,12,2005,2,0.4563147,0.338374291,91.64864865,12.02702703,30.27027027,42.2972973,6.405405405,4.783783784,13.59459459,21.02702703,89.19459459,0.477636438,0.336864407,0.740372671,91.91891892,10.08108108,29.56756757,39.64864865,6.756756757,6.135135135,13.18918919,23,85.84797297,102.7513484,107.0717406,2,0.515490534,0.380952381,103.9473684,11.47368421,28.13157895,39.60526316,7.026315789,4.684210526,14.89473684,22.89473684,88.23092105,0.480123675,0.371428571,0.788328388,102.8157895,12.55263158,27.21052632,39.76315789,8.447368421,3.421052632,13.94736842,24.13157895,92.92697368,117.8128565,110.6414913
SAC,1,DAL,0,0,95,105,-10,2005,12,2005,3,0.494880546,0.34904014,98.5,11.61111111,29.94444444,41.55555556,7.777777778,4.694444444,14.55555556,23.33333333,89.03472222,0.49532294,0.354452055,0.768008475,99.16666667,9.888888889,28.5,38.38888889,7.5,3.333333333,13.61111111,20.55555556,87.31666667,110.630996,113.5712922,2,0.469637396,0.35,94.38888889,10.69444444,27.69444444,38.38888889,6.444444444,4.916666667,13.55555556,24.55555556,87.23680556,0.484861407,0.354625551,0.761450382,98.75,12.77777778,29.97222222,42.75,7.388888889,5.861111111,13.30555556,23.41666667,91.05,108.19847,108.4568918
NOP,0,HOU,0,0,100,122,-22,2016,12,2016,1,0.495798319,0.347575058,107.1428571,10.28571429,38.53571429,48.82142857,7.5,4.321428571,13.17857143,19.85714286,97.39196429,0.483159117,0.328690808,0.760606061,102.6428571,8.5,36.07142857,44.57142857,7.821428571,6.178571429,12.60714286,18.85714286,94.23214286,110.0120096,108.9255259,2,0.49625,0.353658537,105.6666667,10.03703704,31.07407407,41.11111111,8.555555556,4.962962963,13.7037037,19.18518519,93.74537037,0.538580247,0.384985563,0.740322581,113.1481481,11.44444444,33.66666667,45.11111111,7.925925926,4.666666667,15.37037037,19.88888889,93.46296296,112.7166774,121.062017
DET,1,CHI,0,0,82,89,-7,2004,12,2004,4,0.448391421,0.356725146,88.5,10.5,28.375,38.875,7.375,5.166666667,14.79166667,23.875,83.228125,0.440537084,0.31986532,0.752442997,88.54166667,12.83333333,29.79166667,42.625,7.416666667,6,13.95833333,22.33333333,88.56875,106.334247,99.96942112,2,0.438975051,0.355294118,93.70833333,12.375,30.875,43.25,8.125,5.625,15.79166667,23.29166667,88.88854167,0.455764075,0.32464455,0.722426471,90.16666667,12.33333333,30.79166667,43.125,7,4.166666667,17.08333333,24.83333333,85.76666667,105.4222868,105.1301982
TOR,0,LAC,1,0,97,75,22,2008,12,2008,2,0.496121626,0.356,101.7,11.64,31.48,43.12,6.2,5.32,13.3,20.1,92.8035,0.468843619,0.371681416,0.825327511,99.14,10.3,30.74,41.04,6.6,5.02,12.84,19.22,90.9175,109.5863841,109.0439134,2,0.493502658,0.36,102.372549,11.50980392,32.68627451,44.19607843,8.098039216,5.176470588,12.7254902,19.43137255,93.67156863,0.468419462,0.338945006,0.729849424,94.70588235,11.05882353,29.62745098,40.68627451,7.176470588,5.980392157,14.52941176,20.43137255,89.39754902,109.2888168,105.9378958
LAC,0,MIN,0,0,106,112,-6,2017,12,2017,1,0.504098361,0.380952381,107.4545455,10.54545455,33.09090909,43.63636364,8.818181818,5.090909091,14.81818182,22.22727273,91.21818182,0.504187605,0.357473035,0.755102041,104.8636364,10.90909091,32.04545455,42.95454545,7.909090909,4.545454545,14.90909091,21.40909091,91.41022727,117.7994818,114.7176191,2,0.550451807,0.364275668,107.3333333,9.541666667,31.16666667,40.70833333,6.958333333,5.041666667,15.41666667,22.25,87.79166667,0.506747638,0.365765766,0.790429043,107.9166667,10.95833333,31.375,42.33333333,8.833333333,3.458333333,13.375,17.75,94.45208333,122.2591362,114.2554646
ORL,1,NOK,1,0,86,83,3,2006,12,2006,4,0.458258258,0.331491713,91.96296296,10.88888889,26.92592593,37.81481481,8.37037037,4.814814815,14.77777778,22.59259259,84.6962963,0.493819894,0.332214765,0.690885073,92.51851852,11.33333333,29.62962963,40.96296296,7.074074074,5.222222222,17.07407407,23.18518519,81.53981481,108.5796747,113.4642245,2,0.492165242,0.315217391,93.875,10.83333333,31.16666667,42,6.583333333,5.291666667,14.625,22.375,85.5125,0.45488959,0.331288344,0.688663283,90.54166667,12.625,29.54166667,42.16666667,6.75,3.625,14.5,21.16666667,89.446875,109.779272,101.2239574
MEM,0,NYK,0,0,88,99,-11,2017,12,2017,2,0.492868463,0.365296804,100.9583333,9.458333333,33.45833333,42.91666667,7.125,5.25,14.20833333,20.70833333,86.72708333,0.499604117,0.341576507,0.8,97.70833333,7.5,31.29166667,38.79166667,7.291666667,5.458333333,13.75,22.375,83.72395833,116.4092339,116.7029549,2,0.489430894,0.367424242,103.625,9.5,30.04166667,39.54166667,8.416666667,4.916666667,13.41666667,20.41666667,90.66458333,0.512096774,0.357142857,0.79253112,103.7916667,10.91666667,34,44.91666667,6.75,4.625,15.79166667,20.58333333,89.41458333,114.2949057,116.0791258
OKC,0,WAS,0,0,95,104,-9,2008,12,2008,1,0.50488145,0.351086957,100.8909091,11.09090909,31.49090909,42.58181818,8.036363636,5.090909091,13.78181818,19.03636364,90.29863636,0.453446502,0.332231405,0.77202473,93.23636364,11.72727273,29.89090909,41.61818182,7.690909091,4.727272727,15.10909091,19.87272727,89.48454545,111.7302688,104.1926996,2,0.520513624,0.376155268,103.9056604,11.66037736,30.77358491,42.43396226,7.075471698,5.264150943,13.41509434,20.1509434,90.56556604,0.479089616,0.329207921,0.765337423,97.43396226,11.60377358,28.75471698,40.35849057,7.603773585,4.698113208,13.32075472,20.73584906,91.53584906,114.7297642,106.4435008
NOK,0,LAL,1,0,105,89,16,2006,12,2006,5,0.486625514,0.311178248,93.47058824,10.41176471,31.76470588,42.17647059,6.352941176,5.588235294,14.88235294,23.05882353,84.88970588,0.453356582,0.33744856,0.69124424,93.29411765,13.94117647,30.47058824,44.41176471,6.823529412,3.705882353,14.23529412,22,93.59705882,110.108272,99.67633473,2,0.490384615,0.35,98.38888889,11.55555556,27.83333333,39.38888889,8.888888889,4.833333333,16,25.44444444,87.49444444,0.527131783,0.338983051,0.719165085,101.5,10.88888889,29.66666667,40.55555556,6.888888889,5.444444444,17.38888889,22.22222222,84.40694444,112.4515842,120.2507693
BOS,0,SEA,1,0,98,84,14,2004,12,2004,2,0.4544,0.31372549,96.31578947,13.36842105,29.68421053,43.05263158,8,5.052631579,15.57894737,24.78947368,92.90921053,0.486768244,0.296442688,0.777777778,98.21052632,11.21052632,30.10526316,41.31578947,8.105263158,5.368421053,15.47368421,23.26315789,88.40921053,103.6665675,111.0863062,2,0.480723839,0.333333333,93.9047619,10.85714286,25.0952381,35.95238095,6,5.19047619,14.95238095,25.33333333,84.4797619,0.468804159,0.387445887,0.792703151,99.85714286,12.19047619,26.95238095,39.14285714,7.761904762,3.80952381,13.47619048,25.33333333,89.30595238,111.1565182,111.8146553
LAC,1,MIN,1,0,104,88,16,2002,12,2002,3,0.441256831,0.346534653,95.28571429,14.04761905,30.47619048,44.52380952,8.571428571,4.428571429,14.04761905,23.57142857,96.08571429,0.476006192,0.333333333,0.750865052,93.80952381,10.19047619,31,41.19047619,7,6.476190476,16.52380952,22.14285714,82.83571429,99.16741005,113.247679,2,0.447089947,0.337047354,96.22727273,12.45454545,31.95454545,44.40909091,6.636363636,6,13.36363636,21.68181818,95.53636364,0.454166667,0.347826087,0.74301676,95.13636364,12.18181818,32.40909091,44.59090909,6.772727273,5.5,13.95454545,21.95454545,93.50340909,100.7231896,101.7464118
GSW,1,DEN,0,0,120,124,-4,2007,12,2007,2,0.486986987,0.360294118,106.7666667,13.66666667,34.53333333,48.2,6.7,5.533333333,16.43333333,22.06666667,96.28,0.49201278,0.347665848,0.74005305,108.5,12.83333333,29.96666667,42.8,8.9,4.366666667,13.5,23.13333333,101.005,110.8918432,107.4204247,2,0.471473029,0.357963875,103.5172414,13.06896552,33.06896552,46.13793103,8.689655172,4.551724138,17.4137931,24.44827586,95.4387931,0.494240838,0.34,0.752834467,107.3448276,11.27586207,33.20689655,44.48275862,9.724137931,6.75862069,15.96551724,21.72413793,94.58448276,108.4645331,113.4909495
CHI,0,DET,0,0,91,102,-11,2016,12,2016,1,0.477828746,0.36770428,100.2857143,10.9047619,32.0952381,43,7.80952381,4.80952381,12.95238095,20.04761905,93.60357143,0.478229836,0.314685315,0.80608365,103.2857143,13.66666667,34.9047619,48.57142857,7.761904762,5.619047619,12.85714286,17.9047619,99.85,107.1387691,103.4408756,2,0.476261128,0.333333333,96.69565217,9.434782609,34.13043478,43.56521739,6.391304348,4.869565217,11.95652174,16.73913043,90.75543478,0.485620915,0.353065539,0.752380952,100.1304348,9.782608696,34.73913043,44.52173913,7.043478261,4,10.95652174,17.26086957,94.58695652,106.5453021,105.8607217
CHI,1,CLE,0,0,91,113,-22,2017,12,2017,3,0.51793161,0.383206107,107.2272727,8.136363636,38.31818182,46.45454545,7.454545455,4.227272727,12.22727273,15.90909091,90.04886364,0.454102356,0.340486409,0.757660167,95.63636364,9.545454545,34.5,44.04545455,6.863636364,3.318181818,13.27272727,18.90909091,91.75113636,119.0767639,104.2345277,2,0.518407213,0.371052632,108.125,10.33333333,32.45833333,42.79166667,7.375,4.083333333,13.66666667,21.79166667,93.58854167,0.551668023,0.370466321,0.817699115,111.5,8.375,34.125,42.5,7,4.041666667,14.33333333,19.5,88.59895833,115.5323056,125.8479807
OKC,1,TOR,1,0,91,83,8,2008,12,2008,3,0.504842615,0.351571595,101.0588235,11,31.78431373,42.78431373,7.941176471,5.137254902,14.01960784,19.25490196,89.91470588,0.454394233,0.326750449,0.774671053,93.45098039,11.56862745,29.76470588,41.33333333,7.941176471,4.784313725,15.09803922,20.31372549,89.44313725,112.394099,104.4808839,2,0.499357739,0.351636748,102.1458333,11.6875,31.4375,43.125,6.3125,5.3125,13.29166667,20.16666667,93.0640625,0.468603561,0.372368421,0.826401447,99.22916667,10.35416667,30.60416667,40.95833333,6.541666667,5.020833333,13.02083333,19.375,90.79895833,109.7586228,109.2844769
CLE,0,ORL,1,0,109,100,9,2013,12,2013,3,0.480568012,0.356435644,99.36363636,10.36363636,32.86363636,43.22727273,7.727272727,5.772727273,14.22727273,19.31818182,89.8625,0.446315789,0.349881797,0.74732334,93.86363636,11.72727273,32,43.72727273,7.681818182,4.409090909,14.86363636,19.22727273,90.94659091,110.5729713,103.2074269,2,0.475734792,0.378661088,102,10.34782609,33.08695652,43.43478261,7.652173913,5.869565217,14.13043478,18.60869565,91.47173913,0.483154122,0.356854839,0.765199161,97.56521739,9.173913043,32.52173913,41.69565217,8,4.652173913,15.52173913,20.69565217,85.72065217,111.509851,113.8176331
NOK,0,SAS,0,0,84,111,-27,2005,12,2005,1,0.480338266,0.40296496,97.3,10.175,30.45,40.625,6.325,5.6,13.975,23.35,85.001875,0.456434561,0.330143541,0.748810657,92.625,11.125,29.1,40.225,7.275,3.425,13,21.2,89.630625,114.4680632,103.3407945,2,0.445037353,0.342222222,89.92682927,10.70731707,29.7804878,40.48780488,7.43902439,3.926829268,12.92682927,20.7804878,88.56646341,0.493343774,0.401840491,0.694840834,96.07317073,10.31707317,31.97560976,42.29268293,6.390243902,5.926829268,13.82926829,20.58536585,85.23719512,101.535983,112.7127313
DAL,0,GSW,1,0,121,116,5,2002,12,2002,1,0.441067457,0.336683417,91.57142857,13.38095238,32.85714286,46.23809524,6.666666667,4.047619048,16.23809524,21,91.1452381,0.474256708,0.405128205,0.833333333,104.1428571,10.61904762,33.38095238,44,9.19047619,5,11.76190476,20.52380952,94.08809524,100.4675949,110.68654,2,0.457380457,0.38671875,99.7,14.95,27.55,42.5,8.6,6,14.6,24.75,97.86375,0.433162893,0.339222615,0.783489097,98.85,16.9,31.15,48.05,8,7.2,16.7,23.55,98.0475,101.8763332,100.8184808
POR,0,UTA,0,0,86,96,-10,2006,12,2006,1,0.511454449,0.3401222,97.09677419,9.935483871,27.35483871,37.29032258,6.483870968,5.032258065,13,21.77419355,84.95241935,0.480319149,0.328918322,0.778325123,93.06451613,10.80645161,27.70967742,38.51612903,6.612903226,5.032258065,14.4516129,23.67741935,84.05483871,114.2954785,110.7188088,2,0.474436504,0.339483395,98.22580645,10.25806452,26.67741935,36.93548387,8.032258065,5.806451613,14.4516129,24.64516129,87.62741935,0.506856024,0.334158416,0.744160178,101.4193548,12.38709677,31.03225806,43.41935484,6.806451613,4.870967742,15.90322581,26.64516129,89.16209677,112.0948296,113.7471622
MIA,1,MIL,0,0,83,98,-15,2008,12,2008,1,0.472959355,0.401592719,99.36734694,11.14285714,30.48979592,41.63265306,6.367346939,4.285714286,14.32653061,20.48979592,87.94744898,0.490666667,0.356719368,0.752828547,99.83673469,10.79591837,29.42857143,40.2244898,7.979591837,5.714285714,11.87755102,20.97959184,91.93418367,112.984911,108.5958788,2,0.487668161,0.360981308,100.2553191,9.617021277,31.38297872,41,8.127659574,5.021276596,15.70212766,22,84.30425532,0.456397199,0.356687898,0.775816417,97.59574468,12.44680851,29.72340426,42.17021277,7.212765957,3.680851064,14.42553191,25.04255319,93.025,118.9208288,104.9134584
PHO,0,WAS,0,0,106,109,-3,2015,12,2015,2,0.510477787,0.375,105.95,9.6,34,43.6,8.7,4.4,15.55,21.75,90.09,0.475061325,0.395085066,0.746666667,106.25,10.8,33.5,44.3,8.9,3.95,16.15,21.3,92.9375,117.6046176,114.3241426,2,0.480544747,0.389277389,104.1764706,10.29411765,34.64705882,44.94117647,8.764705882,3.764705882,16.76470588,21.35294118,89.23823529,0.476142132,0.344497608,0.761574074,99.94117647,9.352941176,32.52941176,41.88235294,9.117647059,3.882352941,16.58823529,20.29411765,87.36470588,116.7397251,114.3953676
BOS,0,CHH,1,0,106,97,9,2001,12,2001,1,0.455423477,0.296296296,92.14285714,11.66666667,35,46.66666667,6.476190476,6.142857143,15,20.95238095,89.68690476,0.433621367,0.363992172,0.747534517,97.19047619,13,32.76190476,45.76190476,9.047619048,3.80952381,12.52380952,20.61904762,96.89642857,102.7383623,100.3034659,2,0.443638761,0.408099688,96.30434783,11.26086957,28.56521739,39.82608696,7.391304348,5.826086957,12.39130435,20.17391304,91.38043478,0.45390525,0.367003367,0.756660746,94.39130435,12.91304348,29.65217391,42.56521739,7.173913043,5.434782609,14.04347826,22.39130435,91.32282609,105.3883668,103.3600343
TOR,0,ORL,1,0,109,79,30,2016,12,2016,2,0.510013351,0.341655716,102.962963,11.22222222,31.2962963,42.51851852,6.074074074,4.185185185,14.74074074,20.77777778,91.10833333,0.513795218,0.395454545,0.812857143,112.1481481,10.88888889,31.37037037,42.25925926,8.777777778,4.518518519,11.07407407,21.2962963,96.98148148,113.0115756,115.6387245,2,0.496625422,0.347262248,101.8965517,10.06896552,35.4137931,45.48275862,6.896551724,5.551724138,11.96551724,19,93.38534483,0.472060536,0.332885906,0.71197411,96.75862069,9.827586207,33.13793103,42.96551724,6.482758621,5.517241379,12.10344828,18.24137931,92.77758621,109.1140713,104.2909442
MIL,0,MIN,1,0,113,107,6,2006,12,2006,2,0.523106547,0.364356436,103.8076923,12.57692308,30,42.57692308,6.769230769,5.807692308,16.19230769,22.88461538,88.13557692,0.507738095,0.344519016,0.740853659,102.0769231,10.80769231,26.69230769,37.5,7.230769231,2.461538462,14.23076923,23.03846154,90.36923077,117.7818265,112.9553967,2,0.471057884,0.341176471,94.82608696,12.30434783,28.17391304,40.47826087,6.695652174,3.956521739,14.73913043,20.82608696,89.05434783,0.501685772,0.305970149,0.793950851,93.65217391,9.260869565,29.52173913,38.7826087,7.391304348,5.217391304,16,21.47826087,80.31630435,106.4811424,116.6041872
