Team,IsHome,Opponent,Result,IsOT,TeamScore,OpponentScore,ResultDifferential,Year,Month,Season,Rest,2PPctAllowed,3PPctAllowed,PTSAllowed,ORBAllowed,DRBAllowed,TRBAllowed,STLAllowed,BLKAllowed,TOVForced,PFForced,PossAllowed,2PPct,3PPct,FTPct,PTS,ORB,DRB,TRB,STL,BLK,TOV,PF,Poss,DefRating,OffRating,oppmRest,2PPctAllowed_Opp,3PPctAllowed_Opp,PTSAllowed_Opp,ORBAllowed_Opp,DRBAllowed_Opp,TRBAllowed_Opp,STLAllowed_Opp,BLKAllowed_Opp,TOVForced_Opp,PFForced_Opp,PossAllowed_Opp,2PPct_Opp,3PPct_Opp,FTPct_Opp,PTS_Opp,ORB_Opp,DRB_Opp,TRB_Opp,STL_Opp,BLK_Opp,TOV_Opp,PF_Opp,Poss_Opp,DefRating_Opp,OffRating_Opp
ORL,1,HOU,0,0,94,96,-2,2008,1,2007,2,0.472828412,0.336923077,100,11.11428571,32.08571429,43.2,7.4,4.4,13.68571429,24.14285714,94.21214286,0.511848341,0.354948805,0.714009662,103.4,9.685714286,33.48571429,43.17142857,6.485714286,4.542857143,14.82857143,21.08571429,88.275,106.1434301,117.1339564,2,0.455648926,0.36,94.12121212,11.06060606,30.51515152,41.57575758,8.090909091,4.727272727,14.03030303,20.36363636,88.87954545,0.469785575,0.333333333,0.732526882,94.84848485,12.57575758,31.84848485,44.42424242,7.666666667,5.393939394,14.39393939,20.51515152,90.98181818,105.8974949,104.2499334
PHI,0,LAC,0,0,83,89,-6,2005,1,2004,2,0.470153496,0.319223986,99,12.44827586,31.82758621,44.27586207,8.310344828,5.172413793,16.5862069,24.68965517,90.30258621,0.451407329,0.342975207,0.77,97.03448276,12,29.86206897,41.86206897,8.896551724,3.75862069,15.68965517,24.82758621,91.03448276,109.6314116,106.5909091,2,0.448711205,0.368653422,94.51724138,12.93103448,26.20689655,39.13793103,7.896551724,4.344827586,13.65517241,24.44827586,92.19224138,0.480164863,0.333333333,0.776009792,94.72413793,11.03448276,29.24137931,40.27586207,7.620689655,5.206896552,15.89655172,23,84.03706897,102.5219042,112.7170891
MIL,1,IND,1,0,92,80,12,2000,12,2000,1,0.463897132,0.370491803,97.35294118,12,30.64705882,42.64705882,7,4.941176471,15.88235294,23.64705882,86.85735294,0.463255814,0.35504886,0.751308901,94.70588235,12.23529412,28.35294118,40.58823529,8,4.705882353,13.64705882,25.82352941,90.55588235,112.0837072,104.5828055,2,0.452358037,0.331896552,93.4375,12.375,30.25,42.625,7.9375,5.625,14.9375,23.625,89.225,0.465365854,0.333333333,0.739946381,92.25,11.75,31.375,43.125,7.8125,5.125,15.8125,24.25,86.4484375,104.7212104,106.7110091
SEA,0,UTA,0,0,80,95,-15,2002,1,2001,5,0.490573942,0.338187702,97.02702703,13.2972973,28.7027027,42,7.540540541,5.405405405,14.7027027,20.10810811,90.60743243,0.478062914,0.387820513,0.738680466,97.48648649,12.32432432,27.75675676,40.08108108,8.054054054,4.243243243,13.91891892,21.43243243,90.49121622,107.085064,107.7303307,2,0.458579882,0.380067568,94.81578947,11.94736842,26.34210526,38.28947368,9.315789474,6.815789474,16.05263158,25.47368421,86.38684211,0.472178683,0.333333333,0.766164748,96.44736842,13.34210526,29.31578947,42.65789474,8.736842105,6.684210526,16.42105263,23.26315789,88.45460526,109.7572121,109.0360057
HOU,0,CHO,1,0,109,93,16,2017,10,2017,2,0.459940653,0.392857143,101.1666667,8.166666667,33.33333333,41.5,6.833333333,4.5,13.83333333,19.66666667,88.55416667,0.620689655,0.303370787,0.823076923,106.3333333,8.833333333,36.33333333,45.16666667,8.166666667,5.5,14.83333333,20.66666667,87.45833333,114.2426951,121.5817056,2,0.474226804,0.323529412,99.6,9,36.8,45.8,8.8,3.6,12.4,25.2,95.45,0.468503937,0.335526316,0.704697987,99.2,9.2,40,49.2,4.6,4.4,15,16.8,89.555,104.3478261,110.7699179
BRK,0,SAS,0,0,75,102,-27,2015,10,2015,2,0.51754386,0.46,108.5,8.5,39,47.5,8,3.5,18.5,20,79.8375,0.448275862,0.2,0.697674419,87.5,9,29.5,38.5,8.5,5.5,14,17.5,90.2125,135.901049,96.99321048,2,0.4765625,0.342857143,93.5,6.5,32,38.5,6.5,5,17,18,79.7875,0.5,0.378378378,0.923076923,104,9.5,36.5,46,9,6.5,15.5,17,89.675,117.186276,115.9743518
LAL,1,NOP,0,0,112,119,-7,2017,10,2017,2,0.521276596,0.382978723,119,11,39.33333333,50.33333333,11.33333333,5.666666667,17,21.66666667,99.4,0.507317073,0.362318841,0.697368421,112,8.666666667,35.33333333,44,7.666666667,5.333333333,18,23.33333333,94.03333333,119.7183099,119.1066998,2,0.531073446,0.375,114.3333333,11.33333333,32.66666667,44,7.333333333,7.333333333,15.33333333,25.33333333,97.76666667,0.532934132,0.35483871,0.736111111,110,12.66666667,35.33333333,48,8.666666667,7,17.33333333,23.33333333,93.4,116.9451074,117.7730193
PHI,1,CHA,0,0,93,123,-30,2014,4,2013,2,0.508622571,0.371522095,110.0933333,11.98666667,35.45333333,47.44,9.293333333,6.933333333,16.33333333,20.62666667,94.21366667,0.472170877,0.310082063,0.709101382,98.88,11.85333333,31.37333333,43.22666667,9.306666667,4.026666667,16.78666667,22.30666667,93.728,116.8549503,105.4967566,2,0.468368237,0.376513317,97.44,9.666666667,33.69333333,43.36,6.213333333,5.093333333,12.86666667,20.92,89.529,0.467868988,0.352006056,0.740821918,96.81333333,9.413333333,32.88,42.29333333,6.053333333,5.146666667,11.62666667,18.21333333,91.27833333,108.836243,106.0638706
IND,1,CLE,0,0,99,111,-12,2002,4,2001,1,0.457017878,0.349826389,97.03896104,12.88311688,31.01298701,43.8961039,7.428571429,5.623376623,13.7012987,22.38961039,94.42077922,0.467846608,0.336851363,0.769964842,96.62337662,11.4025974,31.45454545,42.85714286,7.987012987,5.363636364,14.48051948,22.88311688,90.00941558,102.7728873,107.3480769,2,0.471195018,0.395535714,98.20779221,11.33766234,29.01298701,40.35064935,7.207792208,5.545454545,12.31168831,19.96103896,91.7974026,0.46106518,0.372384937,0.774488698,94.84415584,11.79220779,30.20779221,42,6.909090909,5.766233766,13.63636364,21.18181818,89.57857143,106.9831928,105.8781741
DEN,1,UTA,0,0,84,100,-16,2016,4,2015,2,0.498132005,0.372058087,104.962963,9.703703704,32.9382716,42.64197531,8.012345679,6.283950617,13.09876543,20.90123457,92.09382716,0.481667001,0.338373306,0.767382413,101.9259259,11.37037037,33.14814815,44.51851852,7.395061728,4.802469136,14.09876543,21.03703704,94.0382716,113.9739396,108.3877066,2,0.478467864,0.358683314,95.7625,9.325,30.575,39.9,7.9875,4.75,13.375,19.9625,86.4546875,0.486123348,0.357105124,0.745140389,97.775,10.825,32.5375,43.3625,7.7,5.2625,14.2375,20.2875,87.99625,110.7661166,111.1126895
MIN,1,DAL,0,0,78,88,-10,2016,4,2015,2,0.519702277,0.352790579,105.5974026,10.67532468,31.25974026,41.93506494,7.753246753,5.298701299,13.96103896,21.51948052,92.17954545,0.493202719,0.331194868,0.794673123,101.4805195,10.05194805,31.57142857,41.62337662,7.753246753,4.506493506,14.38961039,20.85714286,89.55681818,114.5562197,113.3141189,2,0.499889503,0.343719572,103.2207792,10.66233766,35.44155844,46.1038961,7.506493506,4.493506494,13.44155844,21.45454545,93.47012987,0.494369111,0.345888838,0.794947121,102.7792208,9.168831169,33.93506494,43.1038961,6.792207792,3.727272727,12.2987013,19.36363636,92.1487013,110.4318346,111.5362662
LAC,1,DEN,0,0,115,134,-19,2018,4,2017,2,0.512491853,0.35423588,108.825,10.65,32.825,43.475,8.475,5.575,13.6,22.025,95.54125,0.524882025,0.355853771,0.75,109.2125,10.0875,33.6125,43.7,7.6625,4.575,14.0125,20.0375,93.5225,113.9036803,116.7767115,2,0.527044569,0.379982669,108.8125,9.675,31.775,41.45,7.95,4.8375,13.3875,20.65,92.57875,0.526847899,0.371670702,0.767467859,110.325,11.025,33.3625,44.3875,7.7,4.9375,14.3875,18.6625,93.8721875,117.5350715,117.5268234
ATL,1,CHA,0,0,110,116,-6,2006,4,2005,2,0.460732984,0.380645161,98.44444444,14.66666667,29.55555556,44.22222222,6,5.111111111,14.33333333,22.44444444,93.25555556,0.491651206,0.316455696,0.720164609,95,12.22222222,28.55555556,40.77777778,7.111111111,6,15,23.77777778,87.49166667,105.5641606,108.5817697,2,0.50812065,0.36,101.8571429,11.14285714,31.28571429,42.42857143,6.714285714,5.428571429,16.14285714,24.42857143,87.59285714,0.474120083,0.290909091,0.773684211,100.1428571,11.14285714,28.71428571,39.85714286,8.857142857,5,13,22.85714286,95.75,116.284759,104.5878404
DAL,1,PHO,0,0,97,124,-27,2018,4,2017,2,0.525666891,0.362806144,105.3536585,8.8875,36.7875,45.675,7.25,4.475,13.3875,19.625,89.5,0.496439237,0.359747024,0.762745098,102.3170732,7.975,33.275,41.25,7.05,3.7875,11.825,19.375,90.6515625,120.6564246,115.6902287,2,0.519073011,0.37322769,113.2926829,10.4,35.6,46,8.675,6,13.05,21.0125,97.6759375,0.492276004,0.333770779,0.740193581,103.9268293,10.3625,33.7375,44.1,7,4.55,15.1,22.1875,93.860625,118.8880322,113.4927452
LAC,1,DAL,0,0,94,117,-23,2010,4,2009,2,0.500760456,0.363070539,102.2098765,10.65432099,30.33333333,40.98765432,8.432098765,4.456790123,12.33333333,19.40740741,92.14753086,0.488985051,0.330543933,0.729437229,95.58024691,11.33333333,30.40740741,41.74074074,6.456790123,5.666666667,14.96296296,19.25925926,87.67654321,110.9198213,109.014616,2,0.487837579,0.350301407,99.40740741,11.24691358,31.49382716,42.74074074,6.839506173,4.12345679,13.77777778,20.18518519,91.08364198,0.491812753,0.371967655,0.817589577,102.0740741,10.17283951,31.4691358,41.64197531,7.604938272,5.456790123,12.39506173,19.11111111,90.98703704,109.1385953,112.185293
MIN,1,UTA,0,0,97,121,-24,2018,4,2017,2,0.538461538,0.367514003,107.7051282,9.705128205,31.91025641,41.61538462,6.512820513,4.666666667,14.48717949,20.91025641,89.49038462,0.519813991,0.358857143,0.805511394,109.5641026,10.15384615,31.56410256,41.71794872,8.346153846,4.179487179,11.85897436,18.14102564,95.63237179,120.3538555,114.5680072,2,0.489347079,0.367690783,100.0519481,8.623376623,33,41.62337662,8.311688312,4.623376623,14.51948052,20.42857143,86.63571429,0.513196481,0.365037428,0.783898305,103.6623377,8.87012987,34.11688312,42.98701299,8.675324675,5.064935065,14.09090909,19.49350649,87.60649351,115.4858004,118.3272307
NOH,1,MIN,1,0,114,86,28,2010,4,2009,2,0.518950437,0.355807744,102.5555556,10.62962963,31.64197531,42.27160494,6.987654321,4.456790123,13.80246914,19.48148148,89.48888889,0.492795389,0.360950546,0.778723404,99.96296296,10.45679012,29.85185185,40.30864198,7.641975309,3.679012346,12.77777778,19.61728395,90.80709877,114.6014403,110.0827626,2,0.515715949,0.364298725,107.525,11.2,32.3375,43.5375,8.725,5.4125,13.675,20.5,93.8959375,0.470147924,0.339115351,0.744123932,98.025,11.8,31.2375,43.0375,7.3125,3.6875,15.5625,20.6,91.9025,114.5150715,106.6619515
CHI,1,ORL,1,0,117,77,40,2005,4,2004,2,0.441309034,0.334995844,93.37974684,11.83544304,30.73417722,42.56962025,8.405063291,5.367088608,14.98734177,23.43037975,90.08512658,0.454581994,0.349528644,0.746733668,94.37974684,12.32911392,31.70886076,44.03797468,7.025316456,4.506329114,16.25316456,24.89873418,88.48417722,103.65723,106.6628518,2,0.475266007,0.342741935,101.835443,12.55696203,29.69620253,42.25316456,8.506329114,4.35443038,13.83544304,23.49367089,95.58196203,0.470429624,0.349369989,0.761715296,99.64556962,12.64556962,31.06329114,43.70886076,7.708860759,5.481012658,15.56962025,23.51898734,92.14493671,106.5425326,108.1400381
BOS,1,CLE,1,0,117,113,4,2010,4,2009,2,0.478757818,0.341540905,95.06578947,10.52631579,29.38157895,39.90789474,7.171052632,4.763157895,15.30263158,21.64473684,85.35263158,0.523322968,0.345892992,0.744834711,99.09210526,8.697368421,29.97368421,38.67105263,8.776315789,4.960526316,14.22368421,22.10526316,83.27105263,111.3800333,118.9994628,2,0.465821733,0.345145287,95,9.766233766,28.74025974,38.50649351,6.61038961,3.87012987,12.06493506,20.94805195,89.6487013,0.520383159,0.38399462,0.719708029,102.1298701,9.649350649,32.98701299,42.63636364,6.844155844,5.337662338,13.11688312,19.45454545,86.81980519,105.9691871,117.6343
IND,1,PHO,1,0,85,81,4,2001,4,2000,2,0.441851187,0.335976214,92.62162162,12.78378378,30.5,43.28378378,7.108108108,4.864864865,12.72972973,22.93243243,93.40371622,0.459540034,0.336466165,0.766703786,91.44594595,11.10810811,31.54054054,42.64864865,6.581081081,5.878378378,14.31081081,23.43243243,86.16351351,99.16267294,106.1307069,2,0.444193217,0.346016647,91.02739726,10.93150685,31.64383562,42.57534247,8.356164384,5.082191781,17.04109589,22.2739726,84.44383562,0.45986556,0.313043478,0.756373938,93.84931507,11.54794521,31.06849315,42.61643836,9.520547945,5.287671233,14.94520548,23.05479452,89.97773973,107.7963792,104.3028146
NOH,1,NYK,1,0,118,110,8,2008,4,2007,2,0.491073349,0.356164384,95.6,9.92,30.78666667,40.70666667,5.693333333,4.146666667,13.09333333,19.22666667,86.54066667,0.487743026,0.392592593,0.770019218,100.8933333,11.58666667,30.42666667,42.01333333,7.626666667,3.906666667,11.25333333,18.68,93.113,110.4682962,108.3557971,2,0.508321045,0.369431117,103.3157895,11.19736842,31.22368421,42.42105263,7.618421053,5.131578947,12.28947368,20.53947368,92.45328947,0.467075665,0.33510235,0.723997971,96.32894737,12.34210526,29.69736842,42.03947368,6.315789474,2.592105263,13.76315789,21.42105263,92.59506579,111.7491763,104.0324844
WAS,1,GSW,1,0,112,94,18,2010,4,2009,2,0.49011213,0.35619469,100.6623377,11.44155844,31.07792208,42.51948052,6.896103896,5.103896104,12.80519481,20.55844156,92.10064935,0.468349515,0.347150259,0.763982103,96.05194805,11.88311688,29.94805195,41.83116883,6.064935065,5.168831169,13.94805195,21.4025974,90.88701299,109.296013,105.6828087,2,0.515239198,0.374733854,112.5584416,13.42857143,34.51948052,47.94805195,7.961038961,5.038961039,17.14285714,21.46753247,95.9,0.499607997,0.370607029,0.78198567,108.6493506,9.285714286,29.07792208,38.36363636,9.272727273,4.181818182,14.41558442,23.16883117,93.50844156,117.3706377,116.1920238
ATL,1,MIA,1,0,81,79,2,2009,4,2008,4,0.490405117,0.326241135,94.26086957,11.13043478,29.26086957,40.39130435,6.086956522,3.826086957,11.91304348,19.73913043,88.77826087,0.49384504,0.367298578,0.738738739,97.34782609,10.73913043,29.30434783,40.04347826,7.086956522,4.391304348,11.39130435,18.47826087,89.20108696,106.1756207,109.1330043,2,0.483501684,0.428229665,101.5833333,10.41666667,29.95833333,40.375,6.291666667,4.333333333,14.125,21.04166667,87.5375,0.50305499,0.366396761,0.768292683,102.75,10.08333333,29.91666667,40,8,5.541666667,11.66666667,20.79166667,91.73541667,116.0455043,112.0069039
CHA,1,ATL,1,0,96,85,11,2011,4,2010,2,0.487200492,0.358607831,97.29268293,9.804878049,29.82926829,39.63414634,7.329268293,6.048780488,12.53658537,21.09756098,87.49146341,0.48043394,0.326683292,0.755877939,93.29268293,10.34146341,29.80487805,40.14634146,6.390243902,5.280487805,13.69512195,19.96341463,85.84786585,111.2024867,108.672105,2,0.492373045,0.337997054,95.81707317,10.23170732,30.34146341,40.57317073,6.682926829,4.243902439,11.90243902,18.5,88.37134146,0.493602559,0.351786966,0.778935185,95,9.292682927,30,39.29268293,6.06097561,4.158536585,12.7804878,18.95121951,84.92439024,108.4255049,111.8642121
ATL,1,MIL,1,0,109,104,5,2013,4,2012,2,0.47199211,0.379419192,97.35,11.275,32.35,43.625,8.425,4.2125,14.55,18.8375,89.245625,0.502167317,0.375269978,0.712476251,98.05,9.1125,31.5875,40.7,8.1125,4.575,14.325,17.9875,84.9878125,109.0809774,115.3694831,2,0.483994633,0.349830508,100.443038,12.36708861,33.48101266,45.84810127,8.088607595,4.430379747,15.36708861,19.12658228,92.27310127,0.457538346,0.360987967,0.737704918,98.94936709,12.96202532,30.98734177,43.94936709,8.405063291,6.810126582,13.69620253,18.97468354,96.82689873,108.8540827,102.1920235
HOU,1,ATL,1,0,110,97,13,2001,4,2000,2,0.46603032,0.357218124,94.84415584,11.84415584,29.64935065,41.49350649,7.220779221,4.935064935,13.02597403,21.62337662,91.39577922,0.477961145,0.35508346,0.760469867,97,11.23376623,30.61038961,41.84415584,7.285714286,4.545454545,13.77922078,20.36363636,88.81883117,103.7730152,109.2110746,2,0.454598941,0.370517928,95.36842105,12.48684211,30.63157895,43.11842105,8.486842105,6.263157895,13.92105263,20.75,91.14342105,0.443876585,0.363423212,0.76033553,90.64473684,12.39473684,30.52631579,42.92105263,7.565789474,4.776315789,15.71052632,22.46052632,87.85230263,104.6355513,103.1785555
DET,0,MIA,1,0,106,99,7,2010,4,2009,2,0.512603168,0.372961957,98.98734177,10.02531646,29.5443038,39.56962025,6.797468354,4.886075949,13.64556962,20.69620253,84.1335443,0.472275335,0.316299559,0.727983325,93.84810127,12.87341772,27.53164557,40.40506329,7.202531646,3.810126582,12.70886076,22.29113924,92.27246835,117.655024,101.7075873,2,0.468518126,0.3417635,94.15189873,10.4556962,30.25316456,40.70886076,6.379746835,4.367088608,13.6835443,20.03797468,87.09746835,0.487650541,0.345985401,0.751742627,96.2278481,10.63291139,31.18987342,41.82278481,7.329113924,5.632911392,12.35443038,20.82278481,88.84651899,108.0994666,108.3079553
DEN,0,MIN,1,0,110,87,23,2009,4,2008,1,0.44836272,0.391184573,101.2105263,12.36842105,29.42105263,41.78947368,7.578947368,5.684210526,13.84210526,23.42105263,94.34078947,0.495488105,0.401146132,0.760638298,108.2631579,12.42105263,30.57894737,43,8.210526316,6.263157895,13.47368421,23.26315789,95.57368421,107.281831,113.2771628,2,0.505972696,0.376899696,102.1578947,9.631578947,32.57894737,42.21052632,8.052631579,5,10.21052632,19,90.69605263,0.458519179,0.374683544,0.775061125,94.15789474,10.31578947,29.57894737,39.89473684,4.947368421,3.789473684,12.78947368,21.26315789,87.54078947,112.6376416,107.5588823
BOS,0,PHI,1,0,109,99,10,2006,4,2005,2,0.490842491,0.314285714,106.75,12.5,27.5,40,9.5,4.25,12.75,24.75,99.275,0.539906103,0.353658537,0.748148148,104.5,9.25,31,40.25,6.25,5,17.75,23.75,81.28125,107.5295895,128.5659362,2,0.562068966,0.365853659,107.8,11.4,30,41.4,7,3.2,17.6,24.2,83.59,0.524590164,0.294117647,0.806060606,102.6,7.6,26,33.6,9.8,3.2,12.4,25.2,85.475,128.9627946,120.035098
CLE,0,IND,1,0,117,109,8,2009,4,2008,1,0.469387755,0.32079646,92.54166667,10.29166667,29.54166667,39.83333333,6.291666667,4.375,11.79166667,19.95833333,89.21145833,0.477320307,0.411513859,0.762626263,100,10.66666667,32.66666667,43.33333333,6.5,4.541666667,10.95833333,19.95833333,90.71458333,103.7329379,110.2358588,2,0.472818312,0.366438356,104.85,11.55,32.9,44.45,7.15,5.15,11.55,18.4,98.25125,0.489841986,0.383693046,0.808252427,105.75,10.8,32.85,43.65,7.05,5.45,12.05,21.45,95.835,106.7161995,110.345907
IND,0,WAS,1,0,79,76,3,2005,4,2004,3,0.45749782,0.359358289,92.875,12.01388889,29.38888889,41.40277778,6.652777778,4.958333333,13.44444444,23.09722222,88.33368056,0.468541821,0.338697879,0.789172306,93.09722222,10.43055556,29.30555556,39.73611111,7.611111111,4.611111111,13.54166667,23.33333333,84.83993056,105.1410961,109.7327893,2,0.482514482,0.366479551,100.1527778,12.51388889,30.875,43.38888889,7.236111111,5.208333333,15.47222222,24.375,90.86666667,0.458216971,0.34375,0.725902238,100.1111111,13.84722222,28.86111111,42.70833333,8.916666667,4.166666667,13.90277778,22.23611111,97.26076389,110.2194913,102.9306239
BRK,0,MIA,1,0,88,87,1,2014,4,2013,3,0.488823662,0.366902238,99.24675325,11.32467532,31.68831169,43.01298701,7.25974026,4.012987013,15.07792208,20.66233766,87.56363636,0.498219796,0.369977679,0.757234727,98.7012987,8.662337662,29.41558442,38.07792208,8.558441558,3.909090909,13.76623377,21.75324675,84.39415584,113.34243,116.9527649,2,0.494293035,0.35655058,97.20779221,11.05194805,29.45454545,40.50649351,7.987012987,3.077922078,15.58441558,20.38961039,85.46038961,0.559875954,0.364009379,0.759932848,102.7922078,7.662337662,29.32467532,36.98701299,8.922077922,4.558441558,14.16883117,19.55844156,81.11461039,113.7460204,126.7246521
NOH,0,GSW,1,0,83,81,2,2012,4,2011,2,0.48243359,0.321678322,92.95,11.45,26.35,37.8,7.8,5.35,12.4,19.75,88.89625,0.495665879,0.356807512,0.766094421,92.15,10.15,30.65,40.8,7.45,5.15,15.35,19.6,79.9675,104.5600911,115.2343139,2,0.479804162,0.3672,101.0923077,13.07692308,32.64615385,45.72307692,7.569230769,4.969230769,14.35384615,16.63076923,93.28153846,0.478943434,0.388682055,0.770237122,97.72307692,9.723076923,29.43076923,39.15384615,8,5.492307692,13.41538462,21.47692308,87.645,108.3733281,111.4987471
NJN,0,IND,0,0,86,90,-4,2005,4,2004,4,0.458396369,0.367445608,92.97435897,10.67948718,30.56410256,41.24358974,7.358974359,4.935897436,15.07692308,22.8974359,84.27339744,0.442969221,0.360036004,0.763579928,90.76923077,10.26923077,29,39.26923077,7.833333333,3.897435897,13.51282051,24.44871795,86.50224359,110.3246835,104.9328052,2,0.456024096,0.362290227,92.5,12,29.32051282,41.32051282,6.692307692,4.846153846,13.3974359,23,88.29134615,0.465994962,0.34605087,0.794468288,93.42307692,10.44871795,29.51282051,39.96153846,7.5,4.397435897,13.48717949,23.1025641,84.87275641,104.7667796,110.0742816
PHO,0,LAC,0,0,80,100,-20,2001,4,2000,1,0.448358539,0.350215517,91.80246914,10.97530864,31.67901235,42.65432099,8.320987654,5.111111111,16.81481481,22.12345679,84.86450617,0.456930167,0.315538608,0.756463289,93.97530864,11.88888889,30.91358025,42.80246914,9.469135802,5.259259259,14.71604938,22.72839506,91.1191358,108.1753412,103.1345478,2,0.460194175,0.331144465,95.32098765,12.77777778,29.69135802,42.4691358,7.814814815,5.024691358,12.08641975,21.81481481,95.21944444,0.469960696,0.33778626,0.691437008,92.45679012,11.75308642,31.2962963,43.04938272,5.925925926,6.296296296,14.77777778,21.54320988,87.79259259,100.1066413,105.3127461
SAS,0,NOP,0,0,98,122,-24,2018,4,2017,2,0.500525541,0.348189415,99.84146341,9.139240506,33.27848101,42.41772152,7.632911392,3.873417722,13.51898734,19.73417722,88.87911392,0.499004381,0.352048558,0.772011662,102.7317073,10.40506329,33.98734177,44.39240506,7.607594937,5.696202532,12.75949367,17.29113924,92.87151899,116.5998476,114.817667,2,0.503379722,0.355263158,110.4146341,10.725,34.6625,45.3875,8.1875,4.2125,13.7625,20.4125,98.5559375,0.54027186,0.362024221,0.771561772,111.7195122,8.65,35.5375,44.1875,7.9125,5.875,14.45,19.15,92.3821875,114.8332641,123.9551726
NYK,0,CHA,0,0,95,106,-11,2013,4,2012,1,0.497448414,0.360294118,95.7654321,9.987654321,31.51851852,41.50617284,6.37037037,4.012345679,14.56790123,19.27160494,83.46790123,0.488120442,0.375798892,0.760070053,99.97530864,10.79012346,29.65432099,40.44444444,8.197530864,3.592592593,11.55555556,20.17283951,90.7367284,114.7332456,110.1817427,2,0.501852614,0.388157895,102.7160494,11.9382716,32.27160494,44.20987654,6.913580247,6.938271605,13.60493827,21.25925926,91.18333333,0.447373485,0.334300218,0.750246305,93.28395062,11.2345679,29.08641975,40.32098765,7.197530864,5.864197531,13.07407407,19.09876543,91.25,112.6478334,102.228987
OKC,0,IND,0,0,98,103,-5,2012,4,2011,2,0.421238938,0.371134021,97.66666667,12.22222222,27.11111111,39.33333333,8.666666667,5.111111111,13.11111111,18.33333333,95.425,0.52991453,0.361290323,0.842105263,105.3333333,10.66666667,32.66666667,43.33333333,7.777777778,8.222222222,14.88888889,20.77777778,88.02777778,102.3491398,119.6591985,2,0.475073314,0.38317757,99.18181818,12.18181818,27.18181818,39.36363636,6.636363636,5.272727273,12.90909091,21.27272727,92.51590909,0.495762712,0.378531073,0.79109589,103.0909091,12,30.54545455,42.54545455,7.454545455,6.090909091,12.81818182,23.09090909,92.24545455,107.205149,111.7571696
POR,0,HOU,0,0,88,102,-14,2009,4,2008,2,0.482463644,0.3671875,94.33333333,10.5,26.5,37,6.444444444,4.166666667,11.77777778,21.61111111,87.54722222,0.491324201,0.382089552,0.789237668,100.6666667,13.38888889,28.88888889,42.27777778,6.222222222,5.444444444,11.72222222,19.66666667,92.88055556,107.7513723,108.3829291,2,0.451274363,0.392592593,95.15789474,11.47368421,29.15789474,40.63157895,7.421052632,5.157894737,11.42105263,20.31578947,94.14868421,0.507515473,0.361185984,0.785714286,98.36842105,9.526315789,32.73684211,42.26315789,6.157894737,5.526315789,13.63157895,19.05263158,85.09736842,101.0719327,115.5951387
SEA,0,SAC,0,0,101,122,-21,2005,4,2004,2,0.484670581,0.348662207,96.33783784,11.62162162,26.40540541,38.02702703,6.310810811,4.797297297,13.08108108,24.09459459,89.0472973,0.473984319,0.369921164,0.791197544,99.54054054,12.7027027,28.21621622,40.91891892,6.837837838,4.013513514,12.86486486,23.64864865,91.54256757,108.1872676,108.7368895,2,0.480725191,0.362211221,101.1447368,13.55263158,30.88157895,44.43421053,7.578947368,4.434210526,14.14473684,21.43421053,95.62138158,0.480847754,0.3743148,0.788190683,103.0921053,12.11842105,29.86842105,41.98684211,8.263157895,3.868421053,12.69736842,20.35526316,95.43223684,105.7762764,108.0264999
BOS,1,CLE,0,0,88,108,-20,2010,2,2009,2,0.472463768,0.341594828,94.07142857,10.55357143,29.23214286,39.78571429,7.142857143,4.964285714,15.17857143,21.78571429,85.74241071,0.525061125,0.344655345,0.73628692,98.53571429,8.607142857,30.23214286,38.83928571,8.642857143,5.107142857,14.53571429,21.76785714,82.43660714,109.7140001,119.5290754,2,0.465034014,0.344664778,94.89830508,9.762711864,28.50847458,38.27118644,6.593220339,3.966101695,12.01694915,20.72881356,89.43135593,0.514735921,0.399111111,0.725578406,101.7627119,9.474576271,32.62711864,42.10169492,6.762711864,5.644067797,13.37288136,19.94915254,85.78135593,106.1130116,118.6303373
DAL,1,OKC,0,0,86,95,-9,2012,2,2011,2,0.456461233,0.364182692,94.73170732,10.85365854,32.97560976,43.82926829,8.365853659,4.097560976,13.65853659,18.46341463,89.37195122,0.483949614,0.335220838,0.770128355,95.85365854,9.731707317,32.87804878,42.6097561,8.317073171,5.219512195,13.17073171,18.36585366,88.05060976,105.9971345,108.8620043,2,0.448327138,0.33033419,96.09756098,12.51219512,28.7804878,41.29268293,8.12195122,5.12195122,13.41463415,19.95121951,95.0945122,0.502216848,0.359947644,0.818521983,102.2439024,10.82926829,33.14634146,43.97560976,7.634146341,7.926829268,15.87804878,20.68292683,86.48231707,101.0547914,118.2252117
TOR,1,LAL,0,0,83,84,-1,2004,2,2003,2,0.444814938,0.305050505,87.26666667,12.35555556,31.53333333,43.88888889,6.977777778,4.177777778,13.8,21.02222222,87.47333333,0.434719711,0.352071006,0.739957717,84.84444444,10.35555556,28.93333333,39.28888889,6.622222222,5.044444444,13.66666667,20.91111111,83.14111111,99.76373752,102.0487257,2,0.465517241,0.31120944,94.04545455,11.70454545,31.81818182,43.52272727,7.272727273,3.522727273,15.09090909,25.11363636,89.375,0.46974734,0.336787565,0.706293706,98.18181818,11.72727273,30.70454545,42.43181818,8.522727273,4.25,13.09090909,21.40909091,94.05284091,105.2256834,104.3900612
